requestedBillingNumber,requestedLineNumber,requestedServiceChargeAmount,requestedServiceNumber
149,15074,2995.7949,11595
149,20712,4431.3023,10974
149,21116,4955.3890,11916
149,27770,4166.4674,12649
149,36074,336.6212,9159
149,42116,1920.6743,8102
149,53377,1810.6206,13074
149,63116,4973.3744,14130
149,78074,1716.2337,9837
149,84116,1769.6598,11131
149,104712,3866.3905,13519
149,105116,1156.1820,14292
149,126116,3031.7179,10646
149,127116,744.5262,14418
149,128116,1567.9092,9954
150,111,3223.8700,12155
150,4779,1975.7861,8405
150,7176,2685.6371,7980
150,10659,4304.2031,11218
150,13671,3598.5114,8294
150,17954,2746.1029,11921
150,21111,4580.7890,10004
150,28176,2481.2606,10211
150,34671,4134.5473,14636
150,42111,4817.7713,13070
150,52659,4490.5391,10876
150,63111,890.5114,14540
150,76671,4732.0724,11991
150,84111,2103.9158,7543
150,101954,4322.0085,9035
150,105111,523.2902,10021
150,126111,4659.0526,9758
150,127111,964.5755,9908
150,128111,3261.0228,13415
151,178,4878.6014,11041
151,3694,1716.3370,11290
151,6981,2766.2033,8284
151,9992,2670.0127,12120
151,14051,2984.8235,14612
151,17172,2554.7087,9785
151,21178,2825.7575,13235
151,27981,2010.5951,8379
151,35051,1330.5646,11894
151,42178,1393.1916,10872
151,51992,2990.2903,10466
151,63178,971.8838,9074
151,77051,4535.2638,10378
151,84178,2321.3534,8709
151,101172,4816.2960,9825
151,105178,4883.4114,12027
151,126178,4408.4331,9232
151,127178,3047.5247,12996
151,128178,3736.4992,14665
152,603,1160.1143,9799
152,4423,4506.9438,11363
152,7170,1240.3392,9982
152,10210,1732.7583,11903
152,15787,3486.1527,8368
152,17202,287.2076,7428
152,21603,685.0490,9429
152,28170,2548.5889,10818
152,36787,4604.9716,10459
152,42603,3625.8080,9528
152,52210,2101.8074,11053
152,63603,4676.0730,12592
152,78787,3285.3852,8140
152,84603,4507.5360,12744
152,101202,367.6527,12439
152,105603,3838.0970,10322
152,126603,4307.4725,14133
152,127603,3073.1361,7682
152,128603,4954.7140,10874
153,384,3570.3383,12115
153,2779,2413.8730,10429
153,7138,4605.7726,9930
153,10105,4632.0182,13067
153,14743,1808.8483,11680
153,18223,3852.6470,14155
153,21384,2999.0224,7984
153,28138,791.6830,13264
153,35743,659.4209,10271
153,42384,271.9115,13737
153,52105,4687.9700,10387
153,63384,2875.0220,13633
153,77743,1892.8877,8479
153,84384,2435.5928,8723
153,102223,4920.7709,12033
153,105384,3215.5562,12717
153,126384,4546.6185,8739
153,127384,1186.3688,12178
153,128384,4216.9883,11939
154,1486,4966.4223,12675
154,3539,2297.1664,9170
154,7114,4714.5610,14151
154,11814,980.2397,9788
154,13827,3078.3919,12769
154,19610,3473.4540,14339
154,22486,4706.6488,10644
154,28114,4971.6969,10685
154,34827,4189.8684,13099
154,43486,2217.1671,14003
154,53814,1267.5935,11798
154,64486,4162.1976,9532
154,76827,1842.3979,14303
154,85486,3712.0190,11933
154,103610,1033.4816,9996
154,106486,4437.3877,10213
154,129486,3135.4450,10888
155,1650,2768.7063,11152
155,2826,3934.7921,11746
155,6435,3484.1565,11419
155,10608,4211.2917,12548
155,13782,1776.4869,8240
155,17876,4619.4856,8116
155,22650,981.1192,12757
155,27435,2252.3543,11524
155,34782,4362.4123,9313
155,43650,2774.6488,11372
155,52608,384.3750,13499
155,64650,3665.5841,13334
155,76782,4326.9889,8361
155,85650,330.7009,11589
155,101876,2059.7601,8819
155,106650,4811.6799,8855
155,129650,4154.9372,8572
156,164,2751.5946,13141
156,5112,4523.1360,13886
156,7951,3380.8249,10324
156,10660,3270.2885,11213
156,15663,2339.3168,7903
156,18536,2083.6983,10273
156,21164,973.4957,7412
156,28951,4241.1737,14370
156,36663,1725.6168,8105
156,42164,727.7274,13537
156,52660,2975.3920,9681
156,63164,2291.6511,11009
156,78663,1093.7838,12532
156,84164,4050.7317,13058
156,102536,2888.7642,11919
156,105164,4751.4094,9212
156,126164,2963.3972,13605
156,127164,4906.7255,12507
156,128164,2829.5395,13325
157,2151,4400.7338,8290
157,3076,4623.7530,10879
157,6657,1249.4074,14609
157,14038,3462.2993,11350
157,14417,608.8314,7594
157,17493,2791.5320,9359
157,23151,3834.1060,10315
157,27657,3703.3209,13057
157,35417,4199.6434,10001
157,44151,3500.7356,10507
157,56038,1770.4420,10893
157,65151,3728.5598,11013
157,77417,2388.6441,9857
157,86151,2323.7348,9285
157,101493,434.5968,8235
157,107151,1184.6356,8623
157,130151,4263.2021,10371
158,247,2284.8037,8008
158,3479,3522.6138,7785
158,7309,1416.5219,7395
158,11047,3013.2099,7847
158,14222,2411.2969,7878
158,19458,3220.9806,10713
158,21247,546.2139,8038
158,28309,4614.7587,12913
158,35222,4130.7955,10188
158,42247,1658.6385,12232
158,53047,2618.6427,12365
158,63247,2500.1286,8467
158,77222,504.9483,14376
158,84247,3722.9174,10264
158,103458,2688.8035,10845
158,105247,1430.4487,11776
158,126247,3975.8837,12869
158,127247,4820.5122,11884
158,128247,227.5071,11341
159,801,3412.8580,9667
159,3643,299.4487,7844
159,7600,3410.2505,10415
159,10350,2922.7393,9882
159,14909,244.0450,8815
159,17366,1587.7186,13051
159,21801,945.0819,10105
159,28600,4426.7518,12382
159,35909,1636.0718,10916
159,42801,3077.7092,9295
159,52350,1268.1239,13226
159,63801,2726.3693,10269
159,77909,2026.7806,12843
159,84801,1140.5877,10806
159,101366,3570.2056,10552
159,105801,2433.2360,8966
159,126801,681.0332,13330
159,127801,3333.8347,8075
159,128801,4357.3206,7421
160,381,514.9193,9524
160,3240,4738.6162,9715
160,6500,2518.2669,14435
160,10162,1007.6405,10636
160,13575,4154.4292,7713
160,18476,1314.4006,12955
160,21381,4056.6925,14413
160,27500,4987.0777,7371
160,34575,4337.7925,11544
160,42381,4880.6111,11904
160,52162,4513.5594,12085
160,63381,328.1786,14117
160,76575,4041.1491,8421
160,84381,2337.3106,9583
160,102476,1544.7470,9404
160,105381,1488.6664,14275
160,126381,872.6969,11123
160,127381,4263.2988,12474
160,128381,2565.5251,14601
161,444,3413.1241,8603
161,4284,3369.7149,8407
161,6362,4717.6920,8028
161,10127,1187.5592,9716
161,17291,1990.3716,11188
161,17538,4930.9163,12035
161,21444,329.6995,9230
161,27362,1426.7889,14180
161,38538,318.5164,8117
161,42444,3626.2945,8620
161,52127,4477.0316,13849
161,63444,3975.9500,13688
161,80538,1886.2478,12611
161,84444,1363.0215,9769
161,101291,3297.4361,13482
161,105444,2152.4870,8577
161,126444,2450.7682,9944
161,127444,2450.2736,12086
161,128444,4567.1626,11880
162,578,2918.6600,13150
162,4681,3468.4425,11114
162,6468,1943.4137,12708
162,10374,2794.5737,9115
162,14502,2860.6337,12694
162,17500,633.0307,7627
162,21578,4821.3786,9245
162,27468,2155.7860,8711
162,35502,3330.9092,10566
162,42578,2211.8940,7641
162,52374,2053.5360,12786
162,63578,221.3092,8874
162,77502,1927.1404,7487
162,84578,1097.8772,7774
162,101500,1957.7114,13623
162,105578,4230.6599,8860
162,126578,2818.7909,9174
162,127578,3659.7061,14373
162,128578,3995.0927,8215
163,288,1539.8793,10104
163,3221,444.9815,11116
163,6722,1716.5307,9645
163,11515,743.2335,8396
163,13854,3710.1221,11815
163,17542,1908.9544,8772
163,21288,1503.3399,7929
163,27722,3975.0398,9703
163,34854,3625.1227,10116
163,42288,1310.6507,12245
163,53515,3664.3007,11007
163,63288,4042.8148,8429
163,76854,1421.9225,10018
163,84288,3778.6315,9938
163,101542,4489.6066,13408
163,105288,2882.9195,14412
163,126288,2160.7452,10593
163,127288,744.7945,13821
163,128288,4353.9445,8690
164,755,4953.9437,11712
164,3044,1565.6709,9190
164,6393,4210.6083,12170
164,10846,1864.7341,13622
164,14734,2723.0983,11185
164,17295,3165.5265,14227
164,21755,4263.5972,7614
164,27393,4836.4447,9787
164,35734,558.6780,11072
164,42755,3757.4427,10924
164,52846,1464.3697,13761
164,63755,2430.4368,9688
164,77734,4276.5075,9089
164,84755,2200.6551,14477
164,101295,3283.7707,7706
164,105755,2257.3268,10462
164,126755,2039.2137,13772
164,127755,2239.4269,10652
164,128755,4054.9814,12747
165,1955,863.8435,8364
165,3198,4985.2855,13763
165,6450,1716.4686,8535
165,10714,3334.7979,8733
165,14930,1554.6641,12384
165,17628,4278.7005,9783
165,20840,1238.0257,13043
165,22955,2719.4348,7576
165,27450,3945.9165,13534
165,35930,1697.7076,12277
165,41840,461.0979,11992
165,43955,2536.1023,10649
165,52714,3720.6216,9897
165,62840,4776.5837,10707
165,64955,337.6583,8453
165,77930,4744.2813,14250
165,85955,3806.3555,13318
165,101628,1100.8479,14258
165,106955,4132.6879,9955
165,125840,748.2427,12633
165,129955,3438.6292,9432
166,719,2978.7873,10928
166,3594,3835.5086,13859
166,7122,3956.3209,14561
166,10010,281.8400,7500
166,16068,3631.0573,13733
166,17664,668.0376,9805
166,21719,4818.9116,9534
166,28122,1895.7091,9752
166,37068,2062.3744,9371
166,42719,2389.6074,9761
166,52010,2288.7000,8587
166,63719,489.2556,13555
166,79068,1495.2480,14453
166,84719,1266.5827,13466
166,101664,571.9298,8204
166,105719,2845.6040,9684
166,126719,3184.7969,7770
166,127719,2615.5178,9830
166,128719,4800.7649,10401
167,507,2646.3110,10038
167,2965,489.2947,12823
167,9350,256.9674,8686
167,10620,4582.6516,13314
167,14071,258.3671,8609
167,17311,4130.2739,9250
167,21507,3021.1019,7724
167,30350,3195.7201,9823
167,35071,2778.7478,13081
167,42507,2275.0621,8562
167,52620,1104.3155,10246
167,63507,4575.3168,12539
167,77071,560.5827,12824
167,84507,720.3676,11618
167,101311,1741.8610,8593
167,105507,3486.1661,12829
167,126507,3153.7510,13413
167,127507,2805.7767,8604
167,128507,1661.7106,9609
168,1757,4994.1653,13288
168,3309,3424.7642,9252
168,6754,1863.2776,13574
168,10038,4252.0265,8422
168,14132,4579.0932,9855
168,17325,2323.1438,8645
168,22757,933.8867,10661
168,27754,2676.0596,12432
168,35132,4662.9962,12433
168,43757,3567.3063,12821
168,52038,1290.4905,7524
168,64757,1369.6057,13380
168,77132,3156.0508,13613
168,85757,1827.6837,9856
168,101325,2996.9357,13404
168,106757,830.1521,9062
168,129757,3896.8742,12804
169,531,3461.7388,8749
169,3735,761.4280,12638
169,9633,3034.9905,13939
169,10115,3095.4911,12160
169,15783,836.4345,13034
169,17521,3401.3793,14615
169,21531,2566.4508,13360
169,30633,2023.5739,9689
169,36783,1002.8094,10277
169,42531,4214.2298,10990
169,52115,2270.8153,9268
169,63531,863.6532,9064
169,78783,1555.5164,10076
169,84531,2189.8885,8790
169,101521,4957.5780,10256
169,105531,4628.8306,7557
169,126531,4647.0822,14178
169,127531,3347.7526,8180
169,128531,3779.8411,13180
170,1394,1893.1526,9471
170,5651,3218.2286,11565
170,8824,1957.7100,11352
170,12371,1659.3790,7683
170,13980,4677.7854,11730
170,18095,1606.9356,12904
170,22394,1522.7123,7440
170,29824,2250.6526,8211
170,34980,1263.2603,10573
170,43394,745.8760,12659
170,54371,3225.7877,11966
170,64394,1089.0036,14221
170,76980,1725.1464,8545
170,85394,3261.9107,10473
170,102095,382.3485,11631
170,106394,682.1996,13883
170,129394,899.7287,10008
171,67,1619.8634,13745
171,4515,4508.0688,14217
171,6715,2502.2952,13368
171,13856,1562.8905,8153
171,14846,1231.5181,9603
171,21067,4370.8741,10006
171,27715,1434.6580,9578
171,35846,4217.3233,12674
171,42067,1194.2045,8614
171,63067,351.0141,7634
171,77846,1465.3088,11258
171,84067,210.5765,14350
171,105067,2856.3423,8478
171,126067,2794.1392,14253
171,127067,2308.8990,10171
171,128067,382.1807,8126
172,1309,4073.3870,13204
172,2775,658.4720,13971
172,8134,1812.9215,8613
172,11554,1402.7898,14387
172,14926,976.6507,14589
172,19058,1017.8998,7938
172,22309,3175.0100,10766
172,29134,4372.6149,12235
172,35926,2720.6032,14462
172,43309,3673.7317,13692
172,53554,4969.3625,12392
172,64309,1437.9741,12713
172,77926,4936.4031,14000
172,85309,2663.1707,9751
172,103058,4194.1044,10584
172,106309,819.2589,10422
172,129309,3294.6271,9778
173,149,3919.4142,10165
173,4698,3611.3882,11808
173,7043,3962.8334,7687
173,13950,1854.4991,9610
173,17806,3286.0632,9223
173,21149,863.2870,7772
173,28043,2755.6907,14137
173,34950,740.2013,12168
173,42149,932.7813,13606
173,52353,623.1948,7817
173,63149,1326.3424,13254
173,76950,2425.2558,8742
173,84149,2245.8223,7591
173,101806,3430.0568,9540
173,105149,3217.4794,9199
173,126149,4375.1697,9608
173,127149,2624.5083,13426
173,128149,2771.6001,7763
174,761,3225.6712,13162
174,3170,1210.9514,13423
174,7329,3959.4152,11316
174,12541,1038.8144,8677
174,16388,557.0719,10768
174,17534,3442.4840,13870
174,21761,668.5349,8077
174,28329,3573.7386,13660
174,37388,4730.8905,13621
174,42761,3433.3424,10366
174,54541,4050.7879,14481
174,63761,1766.7227,10338
174,79388,4737.6184,11046
174,84761,2783.6480,8649
174,101534,4534.7593,7572
174,105761,1672.6870,12914
174,126761,2932.8265,9352
174,127761,4979.4621,8581
174,128761,3150.7364,11729
175,1258,3228.1710,10923
175,5338,2791.8466,12394
175,6389,297.3976,9065
175,12149,2163.2779,8782
175,13943,4885.1490,7388
175,17393,689.3518,7975
175,22258,4066.6566,10730
175,27389,229.9039,9588
175,34943,4058.1098,14381
175,43258,3605.9209,11319
175,54149,1806.7667,9883
175,64258,2617.9730,12087
175,76943,3036.7579,12867
175,85258,3496.1711,12706
175,101393,1811.7392,10585
175,106258,3884.3909,11300
175,129258,3223.8871,12877
176,399,4181.5504,10339
176,6594,1393.4512,9941
176,7351,995.1320,11492
176,12086,3934.6110,9904
176,13880,2163.4780,11335
176,19249,4795.1915,11900
176,21399,2575.1148,14631
176,28351,1648.7024,13403
176,34880,490.4890,8090
176,42399,2591.4260,11786
176,54086,4682.7742,8921
176,63399,808.7407,11340
176,76880,2105.0173,10260
176,84399,2836.8111,11174
176,103249,2900.3885,13522
176,105399,1051.2108,9468
176,126399,1315.9577,8497
176,127399,2969.8600,14640
176,128399,1845.3955,14101
177,1184,4408.2823,11016
177,3000,4356.1426,10505
177,6525,3975.0238,7840
177,10445,603.1212,14371
177,14237,1859.8154,13270
177,18163,4479.6769,10027
177,22184,2935.4533,8706
177,27525,4831.0004,11946
177,35237,3483.0261,12107
177,43184,1553.3044,13459
177,52445,2108.2591,10227
177,64184,565.2329,10326
177,77237,235.4340,11339
177,85184,4213.6731,9589
177,102163,1841.8353,9753
177,106184,4430.5941,12140
177,129184,2942.8691,14213
178,2094,363.2894,7915
178,3171,3636.9804,12351
178,8290,1391.0734,9300
178,10688,3988.4239,14260
178,14098,3529.1947,10587
178,17437,4526.2321,11331
178,23094,4405.6013,10150
178,29290,2386.3588,12685
178,35098,4025.9103,12545
178,44094,572.7592,8963
178,52688,4903.9534,12039
178,65094,1948.9514,8551
178,77098,1401.5986,9081
178,86094,4093.2120,13567
178,101437,3019.5393,7365
178,107094,1803.8823,12934
178,130094,2886.4061,8932
179,204,2229.8197,7630
179,4134,2955.3897,9421
179,6591,3206.8068,9863
179,10138,2397.3819,9194
179,14948,654.2452,11442
179,17851,479.2910,13358
179,21204,4523.3327,8046
179,27591,4141.3684,13714
179,35948,4889.9822,14639
179,42204,3985.6951,13442
179,52138,2742.4935,10172
179,63204,1046.5788,11751
179,77948,1049.3896,9662
179,84204,350.7346,11636
179,101851,4032.3771,8249
179,105204,1689.0573,13895
179,126204,2458.1113,10161
179,127204,3130.7279,10692
179,128204,4491.6318,10452
180,401,729.1164,8659
180,4102,3776.8526,8000
180,7016,474.4538,9851
180,10201,2374.8481,12377
180,14045,954.6954,11855
180,17337,1904.0773,9221
180,20888,4236.9005,11101
180,21401,811.7221,13244
180,28016,2177.4642,7696
180,35045,3230.0916,13774
180,41888,4372.8670,12173
180,42401,2745.1426,10198
180,52201,3540.3390,12756
180,62888,2103.8465,13416
180,63401,4261.7874,7716
180,77045,4030.9253,9192
180,84401,3501.9322,13788
180,101337,3692.1965,12470
180,105401,1780.9748,14384
180,125888,973.9327,12349
180,126401,3207.7457,10170
180,127401,2149.2339,14479
180,128401,3407.0162,12583
181,1064,1023.6697,14404
181,2974,2106.0085,13846
181,7150,263.9818,13667
181,11484,4352.3387,8712
181,15305,2155.1822,9829
181,19963,3164.4229,14124
181,22064,3924.5498,9886
181,28150,1025.8037,12466
181,36305,3556.3519,11635
181,43064,4670.3032,10229
181,53484,1186.2840,10783
181,64064,4488.6285,12939
181,78305,3896.7571,12908
181,85064,1417.7662,7914
181,103963,1763.2789,11669
181,106064,4546.4975,13326
181,129064,4170.0859,7989
182,741,408.0235,14068
182,3115,4876.2464,10208
182,6587,3558.3202,9458
182,10612,4346.5506,12582
182,15765,4511.1560,8238
182,17855,4067.2322,12890
182,21741,2619.4976,8757
182,27587,4858.0051,11426
182,36765,235.6998,9842
182,42741,2370.4590,14123
182,52612,1838.6376,12228
182,63741,1888.3392,14015
182,78765,4778.3878,11171
182,84741,2767.8416,12092
182,101855,2695.2459,9354
182,105741,897.3388,13831
182,126741,2656.0882,13862
182,127741,1526.8618,12030
182,128741,1378.8691,13815
183,493,1441.3049,10203
183,3590,4615.2051,8304
183,6578,2987.4408,9557
183,10323,1441.1737,8840
183,14754,4014.2353,9873
183,17565,2435.1826,9518
183,21493,3023.9495,12143
183,27578,301.1859,9108
183,35754,2327.2165,8705
183,42493,2737.2548,9482
183,52323,2172.4866,10204
183,63493,1022.7806,7855
183,77754,4292.7833,9582
183,84493,4285.6772,9103
183,101565,3581.8404,9691
183,105493,485.7748,14114
183,126493,4656.6251,12435
183,127493,3844.1284,10569
183,128493,637.8574,13584
184,1663,3332.8288,12616
184,3233,3490.1397,14625
184,6875,1742.6938,14091
184,10468,3843.1262,10313
184,13989,1672.4610,9162
184,18798,4767.6115,7577
184,22663,1338.1079,7459
184,27875,4151.6903,8434
184,34989,3902.4535,9736
184,43663,2891.8488,12761
184,52468,1093.7787,7503
184,64663,2441.1232,10375
184,76989,4004.4444,11862
184,85663,3145.4379,7945
184,102798,3128.7327,12090
184,106663,1629.1311,10183
184,129663,3792.5891,10714
185,150,3576.8139,10776
185,2985,2678.8530,14045
185,6719,1729.4010,8529
185,12760,924.7933,8234
185,13635,716.2616,11125
185,17240,3473.3533,10860
185,20949,2650.0809,10272
185,21150,1009.3021,9598
185,27719,3127.3418,12488
185,34635,3638.0926,11230
185,41949,4367.5513,12990
185,42150,4509.3160,13957
185,54760,3126.7727,7477
185,62949,4395.0554,8978
185,63150,2691.7793,13432
185,76635,1964.7130,11166
185,84150,2425.3036,9847
185,101240,3877.3053,10718
185,105150,1723.6014,13697
185,125949,1902.1927,12947
185,126150,2673.5810,11829
185,127150,1962.0352,9231
185,128150,3706.7769,8890
186,1645,1807.1639,12281
186,3965,3341.3657,9706
186,8641,4784.7170,13096
186,12636,1403.3398,11366
186,16242,3586.6300,10844
186,17656,2680.9529,8642
186,22645,3371.8627,8852
186,29641,285.9100,12718
186,37242,2823.7276,8940
186,43645,2407.7519,10390
186,54636,1333.1713,10984
186,64645,3663.6836,8248
186,79242,3628.8655,8291
186,85645,631.4796,8024
186,101656,1174.1251,10792
186,106645,1452.2064,9516
186,129645,2016.6455,11151
187,99,219.7129,10561
187,5486,3716.7184,8463
187,6463,4632.3255,7921
187,10230,2674.0803,12046
187,14167,3524.5289,7505
187,17358,1860.1062,12331
187,21099,536.5316,14099
187,27463,2362.8674,9284
187,35167,3551.3234,11360
187,42099,3178.6406,10307
187,52230,2081.3404,10667
187,63099,3561.5745,14216
187,77167,2832.2730,8302
187,84099,646.9596,13592
187,101358,3650.4782,10677
187,105099,694.4226,11958
187,126099,3665.7536,10897
187,127099,1969.5535,14038
187,128099,4650.2158,10148
188,31,2928.6550,12791
188,5006,1774.3388,10129
188,6493,4318.4861,13694
188,10114,1254.6612,14368
188,13834,3327.4256,13651
188,17210,4011.7590,11493
188,21031,1847.3965,9278
188,27493,3095.1509,14121
188,34834,419.9572,11701
188,42031,1674.4554,8692
188,52114,4535.9708,10289
188,63031,1023.2876,12176
188,76834,2518.5861,7834
188,84031,250.6856,11328
188,101210,2226.5080,10660
188,105031,1662.1310,11193
188,126031,2320.2647,12036
188,127031,1390.2398,13284
188,128031,2061.5170,14161
189,359,3191.2135,11677
189,3053,2091.5008,10519
189,6952,2344.8437,12373
189,10311,4850.0572,9124
189,15370,4069.6785,12781
189,17354,3452.8202,9728
189,21359,4862.9051,8231
189,27952,3903.4201,14397
189,36370,874.0506,12480
189,42359,3978.1901,10302
189,52311,2748.3415,12938
189,63359,2061.2780,9180
189,78370,3353.5273,10137
189,84359,1536.3620,9901
189,101354,2538.7845,13341
189,105359,2979.7100,14071
189,126359,1478.2384,11484
189,127359,2557.7450,11390
189,128359,3731.4074,13140
