rentalNumber,rentalType,rentalDeposit,rentalStartingTime,rentalEndingTime,rentalBranchNumber,rentalRoomNumber,rentalBookingCustomerNum,rentalReservationNumber
1530,M,3000,2019-03-01 07:19:27.090,2019-03-18 06:46:56.960,6,104,1093,1093
1531,M,3000,2019-10-24 16:08:08.080,2019-11-10 02:31:44.570,4,101,281,281
1532,M,3000,2019-05-01 02:56:34.330,2019-05-13 16:38:29.340,6,101,507,507
1533,M,3000,2019-01-05 09:04:48.770,2019-01-27 00:31:27.210,6,201,532,532
1534,M,3000,2019-10-18 07:28:37.130,2019-11-02 14:22:52.210,1,205,58,58
1535,M,3000,2019-01-06 10:42:52.790,2019-01-22 05:33:11.520,4,101,1131,1131
1536,M,3000,2019-10-01 12:38:13.710,2019-10-12 10:31:30.180,5,305,497,497
1537,M,3000,2019-04-01 01:26:56.250,2019-04-14 12:57:06.420,9,204,847,847
1538,M,3000,2019-11-09 15:52:13.210,2019-11-20 22:49:32.640,7,104,614,614
1539,M,3000,2019-06-02 03:25:28.190,2019-06-13 01:39:26.740,1,305,105,105
1540,M,3000,2019-06-08 18:11:45.240,2019-06-20 01:00:42.190,8,202,743,743
1541,M,3000,2019-05-08 06:52:34.200,2019-05-21 01:29:46.940,5,101,402,402
1542,M,3000,2019-02-19 12:07:56.780,2019-03-10 09:52:30.970,10,202,934,934
1543,M,3000,2019-05-29 03:13:30.990,2019-06-16 20:43:38.890,2,103,131,131
1544,M,3000,2019-03-22 13:38:21.490,2019-04-04 03:51:19.990,8,103,1025,1025
1545,M,3000,2019-03-02 09:36:58.230,2019-03-13 21:46:10.690,7,104,616,616
1546,M,3000,2019-10-22 03:58:44.330,2019-11-08 17:45:38.990,9,202,831,831
1547,M,3000,2019-07-25 00:25:37.250,2019-08-10 17:32:39.060,8,101,686,686
1548,M,3000,2019-02-02 20:54:32.460,2019-02-18 11:55:38.610,6,302,1118,1118
1549,M,3000,2019-01-15 10:09:15.060,2019-02-04 06:11:55.050,2,301,173,173
1550,M,3000,2019-07-28 14:23:51.830,2019-08-12 16:43:45.030,2,302,185,185
1551,M,3000,2019-02-22 07:14:47.210,2019-03-09 18:28:06.460,7,103,1113,1113
1552,M,3000,2019-11-24 05:02:59.680,2019-12-16 05:02:57.560,3,202,251,251
1553,M,3000,2019-01-11 03:29:59.070,2019-01-24 18:08:42.000,10,305,998,998
1554,M,3000,2019-05-15 11:16:31.520,2019-05-31 12:59:44.250,6,302,569,569
1555,M,3000,2019-07-01 13:16:54.730,2019-07-21 16:01:25.910,1,206,64,64
1556,M,3000,2019-03-07 02:40:57.740,2019-03-27 23:56:22.840,3,204,264,264
1557,M,3000,2019-06-10 21:16:45.720,2019-06-22 23:50:14.790,9,203,843,843
1558,M,3000,2019-11-09 06:35:27.730,2019-11-24 19:59:12.630,6,302,1154,1154
1559,M,3000,2019-06-04 08:15:21.310,2019-06-25 15:13:21.670,7,204,646,646
1560,M,3000,2019-09-04 20:45:11.480,2019-09-24 23:08:04.100,6,103,517,517
1561,M,3000,2019-06-22 20:39:49.840,2019-07-14 21:43:15.020,10,301,971,971
1562,M,3000,2019-04-11 14:42:12.340,2019-04-23 08:05:08.590,1,302,78,78
1563,M,3000,2019-06-25 11:48:45.600,2019-07-08 17:32:13.300,6,102,513,513
1564,M,3000,2019-02-26 15:40:26.590,2019-03-21 08:13:52.800,2,202,156,156
1565,M,3000,2019-09-28 21:43:07.530,2019-10-20 13:35:11.170,9,105,814,814
1566,M,3000,2019-06-17 08:59:31.160,2019-07-08 16:24:41.520,7,204,1035,1035
1567,M,3000,2019-10-23 07:25:59.990,2019-11-04 02:29:35.460,6,303,576,576
1568,M,3000,2019-05-06 18:50:14.850,2019-05-28 09:57:48.650,6,204,553,553
1569,M,3000,2019-11-01 04:03:31.430,2019-11-14 18:38:18.940,7,304,673,673
1570,M,3000,2019-11-27 22:08:14.520,2019-12-17 17:01:02.330,10,305,995,995
1571,M,3000,2019-01-11 02:35:36.650,2019-01-25 21:51:07.170,4,104,302,302
1572,M,3000,2019-08-31 18:48:01.790,2019-09-13 02:36:53.840,1,206,65,65
1573,M,3000,2019-04-24 21:59:41.370,2019-05-16 10:45:34.150,5,301,466,466
1574,M,3000,2019-01-26 16:22:43.260,2019-02-14 21:50:11.790,5,303,484,484
1575,M,3000,2019-03-14 02:39:35.940,2019-03-31 04:20:00.170,3,102,217,217
1576,M,3000,2019-07-31 18:35:31.730,2019-08-23 09:02:25.560,1,301,72,72
1577,M,3000,2019-10-09 06:30:00.200,2019-10-31 22:45:57.610,3,104,231,231
1578,M,3000,2019-11-09 11:56:53.810,2019-11-27 23:36:55.340,2,202,151,151
1579,M,3000,2019-05-17 20:00:50.080,2019-06-05 13:17:24.490,5,204,447,447
1580,M,3000,2019-06-21 23:12:58.870,2019-07-05 17:31:33.320,5,205,452,452
1581,M,3000,2019-07-26 14:52:38.170,2019-08-10 04:31:40.220,1,103,20,20
1582,M,3000,2019-05-28 01:50:10.130,2019-06-12 22:05:57.500,4,306,389,389
1583,M,3000,2019-09-01 07:28:36.330,2019-09-13 17:21:09.520,9,105,1021,1021
1584,M,3000,2019-04-14 15:00:54.050,2019-04-29 05:14:41.550,3,101,203,203
1585,M,3000,2019-01-08 16:04:39.870,2019-01-20 04:18:50.480,10,103,914,914
1586,M,3000,2019-10-30 22:05:08.410,2019-11-17 08:28:47.030,1,201,30,30
1587,M,3000,2019-04-21 15:26:35.250,2019-05-13 14:29:47.340,6,102,510,510
1588,M,3000,2019-07-23 08:48:17.250,2019-08-07 22:31:42.960,10,301,963,963
1589,M,3000,2019-04-20 10:11:42.400,2019-05-08 14:21:26.310,10,305,994,994
1590,M,3000,2019-10-01 19:01:55.050,2019-10-19 16:36:48.690,1,103,17,17
1591,M,3000,2019-04-24 07:21:27.980,2019-05-16 02:41:15.380,7,301,654,654
1592,M,3000,2019-04-22 05:51:28.530,2019-05-13 03:57:53.800,4,101,279,279
1593,M,3000,2019-06-08 23:36:51.890,2019-06-21 23:36:10.960,10,301,968,968
1594,M,3000,2019-08-27 17:40:16.710,2019-09-10 13:31:22.640,6,304,588,588
1595,M,3000,2019-11-16 08:31:55.400,2019-11-28 14:17:27.180,8,206,773,773
1596,M,3000,2019-01-28 08:10:21.860,2019-02-08 09:24:38.340,4,203,325,325
1597,M,3000,2019-07-27 11:19:11.190,2019-08-12 03:20:17.680,5,201,421,421
1598,M,3000,2019-04-03 03:33:04.390,2019-04-22 04:29:46.090,10,302,975,975
1599,M,3000,2019-05-24 02:55:13.970,2019-06-07 01:16:08.840,9,304,886,886
1600,M,3000,2019-08-15 11:37:27.080,2019-08-28 16:21:29.180,10,302,973,973
1601,M,3000,2019-05-12 13:13:23.070,2019-05-28 05:55:24.850,8,107,727,727
1602,M,3000,2019-11-16 02:51:19.440,2019-12-03 04:30:18.480,9,105,818,818
1603,M,3000,2019-04-27 14:22:12.720,2019-05-17 07:13:39.950,8,205,769,769
1604,M,3000,2019-06-06 16:22:32.440,2019-06-28 07:49:56.660,6,204,559,559
1605,M,3000,2019-07-02 12:43:51.080,2019-07-18 08:57:34.290,3,101,207,207
1606,M,3000,2019-01-14 01:47:05.580,2019-02-03 06:43:46.660,6,204,1004,1004
1607,M,3000,2019-04-08 08:27:11.200,2019-04-20 18:41:07.650,10,102,907,907
1608,M,3000,2019-08-28 08:29:11.290,2019-09-16 17:18:43.720,5,204,443,443
1609,M,3000,2019-03-16 17:37:15.560,2019-04-01 20:15:36.970,10,302,978,978
1610,M,3000,2019-03-06 17:51:04.430,2019-03-28 20:01:32.640,3,205,274,274
1611,M,3000,2019-04-14 13:31:07.100,2019-05-04 17:42:23.320,4,103,292,292
1612,M,3000,2019-03-09 23:24:43.520,2019-03-29 21:40:53.470,5,301,468,468
1613,M,3000,2019-05-24 02:02:02.400,2019-06-13 12:31:25.530,7,202,633,633
1614,M,3000,2019-06-05 09:41:03.160,2019-06-21 23:23:34.520,5,301,470,470
1615,M,3000,2019-10-14 08:35:08.590,2019-10-27 17:12:36.900,10,303,983,983
1616,M,3000,2019-05-13 02:35:06.250,2019-05-31 11:30:54.630,1,202,31,31
1617,M,3000,2019-01-02 21:00:21.880,2019-01-23 20:26:35.580,9,301,863,863
1618,M,3000,2019-09-14 09:46:00.910,2019-09-24 12:24:32.480,10,305,996,996
1619,M,3000,2019-10-17 16:00:20.550,2019-11-08 15:50:31.700,7,304,678,678
1620,M,3000,2019-04-04 01:09:04.190,2019-04-14 17:22:35.920,4,202,315,315
1621,M,3000,2019-08-11 08:58:31.190,2019-09-02 11:44:32.460,9,105,817,817
1622,M,3000,2019-07-18 22:16:15.680,2019-07-30 01:14:08.650,9,204,849,849
1623,M,3000,2019-01-18 23:27:00.220,2019-02-03 01:08:17.200,10,304,992,992
1624,M,3000,2019-10-30 12:34:20.380,2019-11-17 09:33:44.460,1,202,33,33
1625,M,3000,2019-01-17 16:28:46.510,2019-01-30 20:39:15.340,8,103,700,700
1626,M,3000,2019-03-27 18:27:08.140,2019-04-13 19:35:01.500,6,104,527,527
1627,M,3000,2019-11-12 17:04:20.390,2019-12-01 08:55:38.830,10,202,935,935
1628,M,3000,2019-10-04 17:27:38.510,2019-10-15 14:54:34.570,8,102,688,688
1629,M,3000,2019-06-15 00:35:06.640,2019-06-25 15:01:52.690,6,203,547,547
1630,M,3000,2019-02-18 07:26:29.380,2019-03-10 02:39:09.650,1,302,82,82
1631,M,3000,2019-02-19 07:06:16.340,2019-03-12 19:03:45.410,2,303,188,188
1632,M,3000,2019-11-04 10:26:10.340,2019-11-20 06:24:15.940,5,205,454,454
1633,M,3000,2019-02-13 09:27:47.660,2019-03-07 12:26:48.320,4,103,298,298
1634,M,3000,2019-04-14 13:57:10.000,2019-04-29 06:04:54.450,10,304,989,989
1635,M,3000,2019-10-07 04:30:11.120,2019-10-24 03:30:37.770,7,204,643,643
1636,M,3000,2019-08-17 01:53:52.300,2019-09-06 02:08:42.930,8,205,763,763
1637,M,3000,2019-04-12 01:32:21.590,2019-05-04 12:33:15.430,1,202,1016,1016
1638,M,3000,2019-05-29 08:34:42.610,2019-06-18 20:17:50.390,4,305,382,382
1639,M,3000,2019-02-18 17:12:26.220,2019-03-07 01:07:00.340,4,205,344,344
1640,M,3000,2019-01-05 19:09:09.930,2019-01-17 17:20:06.470,10,205,958,958
1641,M,3000,2019-04-05 05:54:34.900,2019-04-25 20:41:06.030,6,101,506,506
1642,M,3000,2019-01-01 16:22:13.870,2019-01-18 21:44:49.450,8,105,716,716
1643,M,3000,2019-08-08 16:15:13.760,2019-08-29 02:36:03.310,2,101,119,119
1644,M,3000,2019-01-16 04:33:29.760,2019-01-29 16:47:18.600,3,205,1010,1010
1645,M,3000,2019-08-26 15:05:20.010,2019-09-15 14:14:29.810,10,102,908,908
1646,M,3000,2019-07-04 23:21:24.790,2019-07-19 01:40:04.480,9,102,795,795
1647,M,3000,2019-09-17 07:56:53.420,2019-10-03 06:45:01.200,4,205,338,338
1648,M,3000,2019-02-21 14:24:08.080,2019-03-05 23:55:44.560,5,206,458,458
1649,M,3000,2019-01-12 20:08:20.790,2019-01-25 19:34:27.940,2,201,147,147
1650,M,3000,2019-01-23 15:06:11.550,2019-02-06 22:10:02.570,3,103,222,222
1651,M,3000,2019-07-24 23:50:11.710,2019-08-14 23:53:36.330,5,102,411,411
1652,M,3000,2019-08-20 21:53:38.410,2019-09-07 15:55:45.300,8,106,719,719
1653,M,3000,2019-04-16 16:04:42.080,2019-05-06 16:01:05.090,7,201,620,620
1654,M,3000,2019-04-25 02:14:22.980,2019-05-14 19:42:19.660,5,304,488,488
1655,M,3000,2019-05-04 00:27:32.910,2019-05-24 00:06:38.730,2,304,195,195
1656,M,3000,2019-09-24 01:57:07.400,2019-10-08 15:41:16.210,9,303,879,879
1657,M,3000,2019-10-29 19:24:19.220,2019-11-10 19:22:01.270,9,201,826,826
1658,M,3000,2019-05-28 12:47:52.350,2019-06-09 08:39:55.500,8,201,736,736
1659,M,3000,2019-05-21 15:53:45.930,2019-06-09 03:10:41.320,9,301,859,859
1660,M,3000,2019-04-08 10:16:42.940,2019-04-30 05:22:32.800,8,101,680,680
1661,M,3000,2019-01-31 19:42:45.200,2019-02-12 08:48:07.840,7,201,625,625
1662,M,3000,2019-06-04 01:59:32.700,2019-06-15 14:46:33.090,3,103,219,219
1663,M,3000,2019-03-16 23:54:04.640,2019-04-04 18:16:51.010,9,305,896,896
1664,M,3000,2019-01-28 02:10:46.180,2019-02-16 09:36:27.320,10,101,897,897
1665,M,3000,2019-01-17 02:44:48.090,2019-01-27 16:57:47.230,1,303,87,87
1666,M,3000,2019-05-10 14:04:56.760,2019-05-24 22:18:07.370,9,203,839,839
1667,M,3000,2019-01-26 05:56:55.860,2019-02-16 01:14:05.150,2,204,171,171
1668,M,3000,2019-02-10 04:04:52.390,2019-02-25 22:26:31.060,7,204,645,645
1669,M,3000,2019-07-29 16:10:52.040,2019-08-21 06:52:56.760,9,201,827,827
1670,M,3000,2019-02-28 22:41:16.280,2019-03-17 07:03:53.960,3,103,220,220
1671,M,3000,2019-02-01 17:02:44.650,2019-02-20 14:57:39.190,10,305,1000,1000
1672,M,3000,2019-07-06 23:25:39.270,2019-07-17 11:08:45.180,5,303,482,482
1673,M,3000,2019-07-28 08:33:34.680,2019-08-14 03:17:32.130,7,301,653,653
1674,M,3000,2019-10-13 12:51:10.610,2019-11-02 14:30:25.210,8,106,720,720
1675,M,3000,2019-11-29 06:14:29.300,2019-12-12 07:41:29.900,9,104,810,810
1676,M,3000,2019-08-11 08:36:17.310,2019-08-26 05:59:43.000,1,305,101,101
1677,M,3000,2019-11-09 17:01:01.920,2019-11-23 09:38:05.350,8,107,730,730
1678,M,3000,2019-01-04 10:53:30.450,2019-01-16 00:20:58.580,8,106,1052,1052
1679,M,3000,2019-03-07 13:29:00.370,2019-03-28 11:19:14.650,2,102,126,126
1680,M,3000,2019-06-15 04:07:21.720,2019-07-07 05:59:10.860,10,102,906,906
1681,M,3000,2019-06-09 21:30:14.720,2019-06-20 23:50:00.290,2,303,190,190
1682,M,3000,2019-09-22 18:40:12.300,2019-10-09 00:59:54.250,5,302,477,477
1683,M,3000,2019-09-23 13:19:17.720,2019-10-14 11:20:06.630,6,202,541,541
1684,M,3000,2019-05-24 01:28:55.080,2019-06-12 08:51:50.120,4,203,326,326
1685,M,3000,2019-06-26 18:36:17.680,2019-07-18 13:45:33.340,7,303,672,672
1686,M,3000,2019-05-31 20:12:37.940,2019-06-14 14:08:00.120,5,301,469,469
1687,M,3000,2019-07-22 10:21:28.260,2019-08-10 06:23:10.860,9,202,834,834
1688,M,3000,2019-09-20 18:13:24.680,2019-10-03 03:44:28.650,9,104,1075,1075
1689,M,3000,2019-11-11 00:29:37.100,2019-11-28 16:58:15.730,9,102,794,794
1690,M,3000,2019-01-14 18:33:03.720,2019-01-27 03:49:21.560,8,205,765,765
1691,M,3000,2019-09-17 17:29:33.090,2019-10-05 17:46:41.660,10,202,938,938
1692,M,3000,2019-10-14 23:44:29.240,2019-11-04 14:53:19.930,4,103,295,295
1693,M,3000,2019-01-09 08:40:56.670,2019-01-21 09:07:09.060,6,104,523,523
1694,M,3000,2019-10-12 17:55:43.290,2019-10-30 06:44:27.560,7,302,664,664
1695,M,3000,2019-11-04 10:26:24.740,2019-11-14 19:31:58.630,4,204,333,333
1696,M,3000,2019-10-01 14:55:02.200,2019-10-20 16:54:32.940,4,102,287,287
1697,M,3000,2019-09-17 03:28:09.230,2019-10-08 14:27:58.440,9,105,821,821
1698,M,3000,2019-07-13 06:04:27.580,2019-07-24 08:59:35.990,3,103,223,223
1699,M,3000,2019-11-29 12:48:41.680,2019-12-12 10:49:31.380,2,303,187,187
1700,M,3000,2019-04-19 17:00:23.240,2019-05-05 07:56:22.430,1,301,69,69
1701,M,3000,2019-06-10 09:24:28.930,2019-06-26 16:25:59.330,7,201,1061,1061
1702,M,3000,2019-08-08 19:52:01.020,2019-08-19 00:18:30.120,8,102,694,694
1703,M,3000,2019-06-25 09:13:16.040,2019-07-08 04:02:47.810,7,202,631,631
1704,M,3000,2019-10-14 08:27:04.510,2019-11-02 23:30:33.980,10,201,928,928
1705,M,3000,2019-11-21 09:03:26.900,2019-12-09 18:12:23.380,3,103,1050,1050
1706,M,3000,2019-01-19 16:24:32.430,2019-02-09 04:44:51.130,10,201,929,929
1707,M,3000,2019-01-25 05:20:03.730,2019-02-05 04:38:13.160,1,206,67,67
1708,M,3000,2019-06-03 14:13:31.470,2019-06-26 12:30:39.880,10,101,901,901
1709,M,3000,2019-04-26 06:59:53.690,2019-05-12 23:00:49.770,7,304,679,679
1710,M,3000,2019-08-23 02:51:15.600,2019-09-07 05:06:55.730,1,304,94,94
1711,M,3000,2019-10-14 19:56:05.490,2019-10-25 17:03:10.860,2,201,150,150
1712,M,3000,2019-10-27 00:30:48.760,2019-11-06 11:01:02.670,1,306,107,107
1713,M,3000,2019-03-24 15:18:51.980,2019-04-07 13:20:40.850,7,103,610,610
1714,M,3000,2019-11-05 22:46:24.220,2019-11-25 08:11:30.470,10,204,954,954
1715,M,3000,2019-09-28 23:46:28.220,2019-10-19 16:32:32.500,5,304,491,491
1716,M,3000,2019-04-10 12:02:32.900,2019-04-28 18:48:13.600,2,201,149,149
1717,M,3000,2019-08-10 23:40:14.990,2019-08-24 14:26:26.470,7,304,1019,1019
1718,M,3000,2019-09-23 09:25:09.560,2019-10-15 20:25:00.900,6,302,570,570
1719,M,3000,2019-07-03 18:34:28.500,2019-07-24 06:50:53.980,3,104,226,226
1720,M,3000,2019-07-18 17:32:10.150,2019-08-07 13:49:47.120,7,104,619,619
1721,M,3000,2019-09-18 14:43:28.510,2019-10-07 02:54:56.530,1,101,6,6
1722,M,3000,2019-04-06 22:43:31.190,2019-04-25 08:29:36.500,4,302,361,361
1723,M,3000,2019-03-01 14:35:15.300,2019-03-22 16:28:15.340,9,204,851,851
1724,M,3000,2019-07-16 13:37:48.320,2019-08-05 19:03:35.200,1,206,63,63
1725,M,3000,2019-05-13 16:11:43.200,2019-06-04 00:17:12.310,4,101,282,282
1726,M,3000,2019-03-20 04:18:15.420,2019-04-10 11:04:19.280,8,104,705,705
1727,M,3000,2019-06-29 06:44:42.590,2019-07-20 18:01:36.120,10,205,959,959
1728,M,3000,2019-09-15 01:37:51.400,2019-10-07 07:33:04.590,10,304,1034,1034
1729,M,3000,2019-11-08 13:24:45.880,2019-11-28 05:58:26.590,4,305,388,388
1730,M,3000,2019-03-01 07:19:27.090,2019-03-18 06:46:56.960,6,104,1093,1093
1731,M,3000,2019-10-24 16:08:08.080,2019-11-10 02:31:44.570,4,101,281,281
1732,M,3000,2019-05-01 02:56:34.330,2019-05-13 16:38:29.340,6,101,507,507
1733,M,3000,2019-01-05 09:04:48.770,2019-01-27 00:31:27.210,6,201,532,532
1734,M,3000,2019-10-18 07:28:37.130,2019-11-02 14:22:52.210,1,205,58,58
1735,M,3000,2019-01-06 10:42:52.790,2019-01-22 05:33:11.520,4,101,1131,1131
1736,M,3000,2019-10-01 12:38:13.710,2019-10-12 10:31:30.180,5,305,497,497
1737,M,3000,2019-04-01 01:26:56.250,2019-04-14 12:57:06.420,9,204,847,847
1738,M,3000,2019-11-09 15:52:13.210,2019-11-20 22:49:32.640,7,104,614,614
1739,M,3000,2019-06-02 03:25:28.190,2019-06-13 01:39:26.740,1,305,105,105
1740,M,3000,2019-06-08 18:11:45.240,2019-06-20 01:00:42.190,8,202,743,743
1741,M,3000,2019-05-08 06:52:34.200,2019-05-21 01:29:46.940,5,101,402,402
1742,M,3000,2019-02-19 12:07:56.780,2019-03-10 09:52:30.970,10,202,934,934
1743,M,3000,2019-05-29 03:13:30.990,2019-06-16 20:43:38.890,2,103,131,131
1744,M,3000,2019-03-22 13:38:21.490,2019-04-04 03:51:19.990,8,103,1025,1025
1745,M,3000,2019-03-02 09:36:58.230,2019-03-13 21:46:10.690,7,104,616,616
1746,M,3000,2019-10-22 03:58:44.330,2019-11-08 17:45:38.990,9,202,831,831
1747,M,3000,2019-07-25 00:25:37.250,2019-08-10 17:32:39.060,8,101,686,686
1748,M,3000,2019-02-02 20:54:32.460,2019-02-18 11:55:38.610,6,302,1118,1118
1749,M,3000,2019-01-15 10:09:15.060,2019-02-04 06:11:55.050,2,301,173,173
1750,M,3000,2019-07-28 14:23:51.830,2019-08-12 16:43:45.030,2,302,185,185
1751,M,3000,2019-02-22 07:14:47.210,2019-03-09 18:28:06.460,7,103,1113,1113
1752,M,3000,2019-11-24 05:02:59.680,2019-12-16 05:02:57.560,3,202,251,251
1753,M,3000,2019-01-11 03:29:59.070,2019-01-24 18:08:42.000,10,305,998,998
1754,M,3000,2019-05-15 11:16:31.520,2019-05-31 12:59:44.250,6,302,569,569
1755,M,3000,2019-07-01 13:16:54.730,2019-07-21 16:01:25.910,1,206,64,64
1756,M,3000,2019-03-07 02:40:57.740,2019-03-27 23:56:22.840,3,204,264,264
1757,M,3000,2019-06-10 21:16:45.720,2019-06-22 23:50:14.790,9,203,843,843
1758,M,3000,2019-11-09 06:35:27.730,2019-11-24 19:59:12.630,6,302,1154,1154
1759,M,3000,2019-06-04 08:15:21.310,2019-06-25 15:13:21.670,7,204,646,646
1760,M,3000,2019-09-04 20:45:11.480,2019-09-24 23:08:04.100,6,103,517,517
1761,M,3000,2019-06-22 20:39:49.840,2019-07-14 21:43:15.020,10,301,971,971
1762,M,3000,2019-04-11 14:42:12.340,2019-04-23 08:05:08.590,1,302,78,78
1763,M,3000,2019-06-25 11:48:45.600,2019-07-08 17:32:13.300,6,102,513,513
1764,M,3000,2019-02-26 15:40:26.590,2019-03-21 08:13:52.800,2,202,156,156
1765,M,3000,2019-09-28 21:43:07.530,2019-10-20 13:35:11.170,9,105,814,814
1766,M,3000,2019-06-17 08:59:31.160,2019-07-08 16:24:41.520,7,204,1035,1035
1767,M,3000,2019-10-23 07:25:59.990,2019-11-04 02:29:35.460,6,303,576,576
1768,M,3000,2019-05-06 18:50:14.850,2019-05-28 09:57:48.650,6,204,553,553
1769,M,3000,2019-11-01 04:03:31.430,2019-11-14 18:38:18.940,7,304,673,673
1770,M,3000,2019-11-27 22:08:14.520,2019-12-17 17:01:02.330,10,305,995,995
1771,M,3000,2019-01-11 02:35:36.650,2019-01-25 21:51:07.170,4,104,302,302
1772,M,3000,2019-08-31 18:48:01.790,2019-09-13 02:36:53.840,1,206,65,65
1773,M,3000,2019-04-24 21:59:41.370,2019-05-16 10:45:34.150,5,301,466,466
1774,M,3000,2019-01-26 16:22:43.260,2019-02-14 21:50:11.790,5,303,484,484
1775,M,3000,2019-03-14 02:39:35.940,2019-03-31 04:20:00.170,3,102,217,217
1776,M,3000,2019-07-31 18:35:31.730,2019-08-23 09:02:25.560,1,301,72,72
1777,M,3000,2019-10-09 06:30:00.200,2019-10-31 22:45:57.610,3,104,231,231
1778,M,3000,2019-11-09 11:56:53.810,2019-11-27 23:36:55.340,2,202,151,151
1779,M,3000,2019-05-17 20:00:50.080,2019-06-05 13:17:24.490,5,204,447,447
1780,M,3000,2019-06-21 23:12:58.870,2019-07-05 17:31:33.320,5,205,452,452
1781,M,3000,2019-07-26 14:52:38.170,2019-08-10 04:31:40.220,1,103,20,20
1782,M,3000,2019-05-28 01:50:10.130,2019-06-12 22:05:57.500,4,306,389,389
1783,M,3000,2019-09-01 07:28:36.330,2019-09-13 17:21:09.520,9,105,1021,1021
1784,M,3000,2019-04-14 15:00:54.050,2019-04-29 05:14:41.550,3,101,203,203
1785,M,3000,2019-01-08 16:04:39.870,2019-01-20 04:18:50.480,10,103,914,914
1786,M,3000,2019-10-30 22:05:08.410,2019-11-17 08:28:47.030,1,201,30,30
1787,M,3000,2019-04-21 15:26:35.250,2019-05-13 14:29:47.340,6,102,510,510
1788,M,3000,2019-07-23 08:48:17.250,2019-08-07 22:31:42.960,10,301,963,963
1789,M,3000,2019-04-20 10:11:42.400,2019-05-08 14:21:26.310,10,305,994,994
1790,M,3000,2019-10-01 19:01:55.050,2019-10-19 16:36:48.690,1,103,17,17
1791,M,3000,2019-04-24 07:21:27.980,2019-05-16 02:41:15.380,7,301,654,654
1792,M,3000,2019-04-22 05:51:28.530,2019-05-13 03:57:53.800,4,101,279,279
1793,M,3000,2019-06-08 23:36:51.890,2019-06-21 23:36:10.960,10,301,968,968
1794,M,3000,2019-08-27 17:40:16.710,2019-09-10 13:31:22.640,6,304,588,588
1795,M,3000,2019-11-16 08:31:55.400,2019-11-28 14:17:27.180,8,206,773,773
1796,M,3000,2019-01-28 08:10:21.860,2019-02-08 09:24:38.340,4,203,325,325
1797,M,3000,2019-07-27 11:19:11.190,2019-08-12 03:20:17.680,5,201,421,421
1798,M,3000,2019-04-03 03:33:04.390,2019-04-22 04:29:46.090,10,302,975,975
1799,M,3000,2019-05-24 02:55:13.970,2019-06-07 01:16:08.840,9,304,886,886
1800,M,3000,2019-08-15 11:37:27.080,2019-08-28 16:21:29.180,10,302,973,973
1801,M,3000,2019-11-29 07:32:44.350,2019-12-15 02:16:03.530,3,203,256,256
1802,M,3000,2019-03-21 21:35:22.390,2019-04-08 23:34:50.410,2,103,133,133
1803,M,3000,2019-03-04 03:51:01.040,2019-03-16 04:17:19.680,10,101,898,898
1804,M,3000,2019-01-17 23:01:00.540,2019-01-28 00:10:52.720,2,301,179,179
1805,M,3000,2019-07-19 03:48:15.170,2019-07-29 10:52:37.840,9,304,883,883
1806,M,3000,2019-05-23 23:26:45.430,2019-06-06 02:51:12.630,6,202,545,545
1807,M,3000,2019-08-02 23:03:18.300,2019-08-13 10:17:23.390,9,101,786,786
1808,M,3000,2019-11-14 22:07:15.820,2019-12-02 07:18:30.220,6,102,515,515
1809,M,3000,2019-03-05 00:36:55.570,2019-03-27 00:39:44.080,4,301,353,353
1810,M,3000,2019-10-31 05:41:23.000,2019-11-20 17:59:00.360,10,304,1023,1023
1811,M,3000,2019-04-28 07:10:57.540,2019-05-19 12:10:25.230,1,202,34,34
1812,M,3000,2019-07-01 20:19:51.910,2019-07-18 11:13:19.450,8,102,692,692
1813,M,3000,2019-06-26 02:34:37.650,2019-07-15 22:41:48.140,2,102,122,122
1814,M,3000,2019-11-12 20:02:22.440,2019-11-30 08:41:48.350,2,304,1055,1055
1815,M,3000,2019-02-10 21:52:33.310,2019-02-26 10:36:23.880,5,305,1136,1136
1816,M,3000,2019-01-27 10:49:39.710,2019-02-12 15:37:17.510,6,303,582,582
1817,M,3000,2019-07-10 18:13:36.010,2019-08-02 01:43:59.070,3,204,262,262
1818,M,3000,2019-03-14 12:47:51.540,2019-04-05 04:17:31.740,4,201,311,311
1819,M,3000,2019-02-19 15:35:46.710,2019-03-12 19:55:02.300,3,201,243,243
1820,M,3000,2019-10-29 10:37:59.130,2019-11-12 16:06:24.150,9,101,785,785
1821,M,3000,2019-02-27 09:32:55.900,2019-03-21 17:54:54.180,2,103,134,134
1822,M,3000,2019-04-03 14:37:42.730,2019-04-22 19:57:52.500,7,104,613,613
1823,M,3000,2019-01-18 00:38:32.450,2019-01-31 11:36:22.330,6,204,560,560
1824,M,3000,2019-02-01 01:01:36.370,2019-02-19 18:01:30.240,7,301,656,656
1825,M,3000,2019-08-07 06:46:46.530,2019-08-28 06:19:46.940,4,205,342,342
1826,M,3000,2019-08-21 07:44:08.130,2019-09-07 04:53:13.380,1,201,24,24
1827,M,3000,2019-03-26 11:11:09.890,2019-04-17 19:00:42.870,1,305,98,98
1828,M,3000,2019-07-28 15:19:24.660,2019-08-15 08:14:11.510,9,303,878,878
1829,M,3000,2019-02-09 18:50:47.870,2019-02-26 18:32:44.610,8,105,711,711
1830,M,3000,2019-02-15 10:29:14.080,2019-03-03 10:55:21.820,9,305,893,893
