rentalPeriodRentalNumber,rentalPeriodStartingTime,rentalPeriodEndingTime,periodCategory,rentalFee,rentalPeriodBillingNumber,rentalPeriodLineNumber
439,2018-08-14 12:50:18.280,2018-12-14 03:39:34.400,M,6000.0000,430,85162
439,2019-03-03 00:44:14.630,2019-08-31 19:35:30.510,M,6000.0000,639,7628
440,2017-02-11 10:51:27.320,2017-06-03 17:45:20.370,M,6000.0000,430,102252
440,2017-06-24 20:00:25.160,2017-10-25 19:58:40.840,M,8000.0000,535,42301
440,2018-01-16 08:16:18.270,2018-04-18 10:50:52.450,M,6000.0000,325,105196
440,2018-02-04 04:05:17.920,2018-03-22 15:42:29.450,M,6000.0000,22,102642
440,2018-09-04 09:59:55.650,2019-01-17 08:38:31.840,M,6000.0000,223,10125
440,2019-07-25 01:27:48.860,2019-09-02 18:16:27.660,M,6000.0000,743,19487
440,2019-08-28 19:29:54.350,2019-11-27 15:17:54.110,M,6000.0000,120,128307
441,2017-03-29 19:32:34.280,2017-07-27 19:55:47.130,M,6000.0000,325,126196
441,2017-12-13 18:39:49.270,2018-06-05 12:05:54.490,M,6000.0000,121,317
441,2018-01-01 20:34:08.240,2018-02-01 22:13:58.610,M,8000.0000,535,54127
441,2018-01-26 15:37:54.810,2018-04-03 21:07:05.260,M,6000.0000,639,14311
441,2018-06-14 23:17:53.900,2018-11-17 06:49:14.790,M,6000.0000,430,106162
441,2018-09-05 13:28:20.110,2018-12-15 22:47:46.250,M,6000.0000,743,21140
441,2018-09-27 00:25:22.190,2018-12-25 16:10:10.480,M,6000.0000,22,105662
441,2019-05-12 14:32:40.460,2019-07-30 06:34:09.210,M,6000.0000,223,13882
442,2017-10-25 01:46:51.040,2017-12-13 10:54:59.520,M,6000.0000,535,63301
442,2017-11-10 10:38:17.010,2018-04-03 17:17:53.360,M,6000.0000,121,3379
442,2018-01-30 11:13:51.230,2018-05-07 09:22:38.700,M,8000.0000,223,17782
442,2018-08-18 00:44:00.860,2019-01-11 10:58:46.180,M,6000.0000,325,127196
442,2018-09-20 13:50:41.270,2019-03-16 17:01:21.500,M,8000.0000,22,126662
442,2018-09-23 21:32:58.110,2019-01-05 13:48:04.110,M,6000.0000,430,129162
442,2018-11-16 09:01:41.010,2019-04-05 04:13:11.960,M,6000.0000,639,18060
443,2017-05-10 07:09:10.870,2017-11-05 07:26:59.390,M,8000.0000,431,447
443,2017-07-14 15:03:08.980,2017-10-01 03:04:08.550,M,6000.0000,223,21098
443,2017-10-16 04:30:02.120,2018-02-15 15:37:26.930,M,6000.0000,535,77389
443,2018-06-12 23:21:04.460,2018-11-21 09:25:57.090,M,6000.0000,121,7072
443,2018-09-05 02:42:21.610,2018-11-12 23:52:54.600,M,6000.0000,325,128196
443,2019-01-25 09:40:32.330,2019-03-23 06:45:18.730,M,6000.0000,22,127662
444,2017-04-13 06:52:19.740,2017-09-24 04:31:15.120,M,6000.0000,743,42140
444,2017-09-17 02:56:41.310,2017-12-24 23:10:26.840,M,6000.0000,223,28324
444,2018-03-03 13:01:29.680,2018-04-15 09:01:05.530,M,6000.0000,121,13264
444,2018-08-27 17:25:59.030,2019-02-13 04:37:20.070,M,6000.0000,535,84301
444,2018-10-19 00:27:59.100,2019-03-26 00:33:56.350,M,6000.0000,22,128662
444,2018-12-10 10:22:44.290,2019-05-04 07:07:57.400,M,6000.0000,326,84
444,2019-01-20 11:10:46.690,2019-05-31 09:54:50.030,M,6000.0000,639,28628
444,2019-04-15 03:19:05.990,2019-08-03 07:06:04.200,M,6000.0000,431,4476
445,2017-03-26 04:53:59.910,2017-09-17 11:58:21.550,M,8000.0000,326,3516
445,2017-08-31 01:05:24.410,2017-10-27 18:31:59.950,M,8000.0000,639,35311
445,2017-09-06 11:46:57.630,2017-12-07 05:53:25.630,M,6000.0000,535,101536
445,2018-01-14 21:43:32.650,2018-03-09 04:55:25.890,M,6000.0000,431,7334
445,2018-02-11 04:18:00.040,2018-06-09 19:38:15.840,M,6000.0000,121,14054
445,2018-10-10 12:10:20.030,2019-01-18 12:52:58.950,M,8000.0000,223,34882
445,2019-05-17 15:13:10.490,2019-09-30 23:32:14.540,M,6000.0000,23,1478
446,2017-08-10 06:15:45.480,2017-11-30 13:40:19.850,M,6000.0000,223,42098
446,2017-09-03 22:50:48.110,2017-12-11 11:56:13.510,M,6000.0000,639,45306
446,2018-01-02 11:00:45.330,2018-05-18 06:48:11.840,M,8000.0000,326,6895
446,2018-04-09 21:10:52.310,2018-09-24 11:29:04.600,M,6000.0000,535,105301
446,2019-01-02 04:21:02.400,2019-02-12 22:00:12.380,M,8000.0000,23,3686
446,2019-03-24 22:55:23.060,2019-06-17 04:58:23.410,M,8000.0000,121,18239
446,2019-06-25 04:15:49.520,2019-08-09 22:30:08.550,M,6000.0000,431,11006
447,2017-09-24 10:07:21.800,2018-01-15 09:57:24.450,M,6000.0000,23,7326
447,2017-11-02 19:41:43.490,2018-03-14 01:39:34.320,M,6000.0000,121,21317
447,2018-12-25 09:19:13.910,2019-06-13 17:38:33.480,M,6000.0000,535,126301
447,2019-01-20 09:57:36.270,2019-05-01 16:11:45.510,M,6000.0000,431,15778
447,2019-01-22 04:08:17.740,2019-06-18 07:11:28.590,M,6000.0000,223,52125
447,2019-03-04 02:31:20.460,2019-07-31 23:44:41.890,M,6000.0000,326,10882
448,2017-02-01 10:39:55.810,2017-06-13 20:43:32.060,M,6000.0000,326,13739
448,2017-10-06 19:25:36.000,2017-11-25 05:20:46.870,M,6000.0000,121,28072
448,2017-10-17 15:53:51.390,2018-01-28 05:11:52.670,M,8000.0000,223,63098
448,2018-01-20 22:05:36.020,2018-04-02 04:47:08.650,M,6000.0000,431,19516
448,2018-08-10 20:40:51.900,2019-01-07 14:51:10.510,M,6000.0000,535,127301
448,2018-09-10 04:01:33.330,2019-01-16 08:18:53.120,M,6000.0000,639,66306
448,2018-10-27 01:58:48.300,2019-04-02 11:47:02.030,M,6000.0000,23,12830
449,2017-02-27 08:30:26.860,2017-07-29 09:13:48.440,M,8000.0000,121,35054
449,2018-04-21 03:22:53.960,2018-08-08 12:40:19.090,M,6000.0000,535,128301
449,2018-05-24 01:42:57.750,2018-11-06 18:18:09.210,M,6000.0000,639,77311
449,2018-09-24 15:39:04.180,2018-12-17 05:12:26.660,M,6000.0000,223,76882
449,2018-09-30 05:41:02.900,2018-12-13 06:01:45.610,M,6000.0000,431,21447
449,2019-01-23 21:41:01.040,2019-03-11 22:49:10.180,M,6000.0000,23,13473
449,2019-06-29 06:57:19.000,2019-08-10 11:03:08.160,M,8000.0000,326,18436
450,2017-01-19 10:56:24.460,2017-06-20 09:45:20.880,M,6000.0000,326,21084
450,2017-07-27 03:11:43.450,2017-09-15 07:24:54.530,M,6000.0000,536,477
450,2018-06-26 03:22:32.390,2018-12-23 20:15:30.180,M,6000.0000,121,42317
450,2018-07-04 02:52:49.020,2018-12-14 20:17:52.590,M,6000.0000,23,19279
450,2018-11-27 15:56:57.220,2019-02-05 07:12:36.970,M,6000.0000,431,28334
450,2019-05-09 12:47:19.670,2019-07-03 17:01:02.790,M,6000.0000,223,84098
450,2019-05-18 14:57:08.350,2019-09-08 08:56:21.490,M,6000.0000,743,105140
450,2019-06-29 21:24:41.970,2019-08-15 16:09:05.490,M,6000.0000,639,87306
451,2017-03-13 23:42:15.860,2017-05-24 08:48:30.210,M,6000.0000,121,55264
451,2017-04-23 22:20:50.960,2017-05-29 22:31:49.790,M,6000.0000,326,27895
451,2017-06-01 14:29:37.710,2017-09-08 02:22:36.020,M,6000.0000,536,3598
451,2017-08-25 11:16:46.410,2017-10-25 04:56:37.630,M,6000.0000,223,101782
451,2018-08-10 16:14:10.110,2018-11-07 01:14:28.990,M,6000.0000,431,36778
451,2019-02-11 23:32:39.830,2019-07-26 22:08:23.020,M,6000.0000,23,22478
451,2019-03-04 05:02:53.640,2019-06-29 15:09:18.980,M,8000.0000,639,102060
452,2017-01-05 19:24:29.770,2017-02-27 01:31:02.520,M,8000.0000,639,108306
452,2017-07-18 15:09:47.350,2018-01-11 13:56:39.800,M,6000.0000,536,6915
452,2017-11-28 11:40:16.840,2018-03-30 08:43:19.250,M,6000.0000,23,28326
452,2018-02-07 06:04:36.760,2018-05-26 20:48:33.050,M,6000.0000,431,42447
452,2018-05-21 11:23:47.520,2018-07-06 16:35:25.690,M,6000.0000,121,63317
452,2018-05-24 07:21:12.380,2018-10-30 07:38:48.440,M,6000.0000,743,127140
452,2019-07-10 05:04:42.670,2019-12-20 08:28:18.000,M,6000.0000,223,105098
452,2019-07-29 20:06:58.700,2019-10-15 05:10:46.900,M,8000.0000,326,34739
453,2017-02-06 09:49:16.360,2017-06-02 05:55:37.920,M,6000.0000,23,34473
453,2018-02-09 07:40:16.820,2018-04-24 01:40:55.920,M,6000.0000,223,126098
453,2018-03-26 00:46:07.440,2018-05-14 03:26:40.870,M,8000.0000,431,53006
453,2018-05-06 12:29:04.640,2018-06-08 21:57:13.550,M,6000.0000,121,77054
453,2018-06-14 07:41:03.810,2018-10-25 14:42:23.950,M,6000.0000,743,128140
453,2018-07-12 01:51:10.090,2018-09-04 22:16:51.990,M,6000.0000,536,13364
453,2018-12-24 04:32:01.540,2019-03-07 19:17:02.180,M,6000.0000,639,131306
453,2019-06-19 19:27:20.320,2019-12-05 12:16:28.770,M,8000.0000,326,42084
454,2017-04-19 15:24:39.840,2017-05-27 01:58:33.610,M,6000.0000,121,84317
454,2017-09-10 20:29:02.870,2018-02-26 12:47:52.760,M,6000.0000,23,43478
454,2018-01-29 02:54:05.960,2018-05-19 00:58:16.640,M,6000.0000,536,14873
454,2018-05-24 01:40:19.010,2018-10-06 23:17:40.680,M,6000.0000,223,127098
454,2018-11-07 17:48:55.950,2019-02-08 18:05:02.460,M,6000.0000,431,63447
454,2019-02-09 20:35:15.430,2019-08-05 04:00:50.790,M,6000.0000,640,2203
454,2019-08-04 05:26:38.070,2019-09-28 21:46:39.310,M,6000.0000,326,52882
455,2017-02-22 23:28:25.980,2017-07-18 01:13:42.750,M,6000.0000,223,128098
455,2017-05-06 11:06:28.470,2017-10-25 01:51:58.720,M,6000.0000,431,78778
455,2018-03-24 11:11:36.890,2018-05-15 22:57:18.750,M,6000.0000,121,102239
455,2018-11-25 13:41:04.210,2019-04-09 11:16:54.750,M,8000.0000,536,18152
455,2018-12-16 09:51:48.430,2019-03-19 12:33:02.760,M,6000.0000,23,54830
455,2019-03-17 21:21:21.960,2019-07-20 21:01:30.980,M,6000.0000,326,63084
455,2019-04-13 10:04:21.760,2019-06-11 16:02:16.760,M,6000.0000,640,3284
456,2017-02-19 06:03:23.740,2017-07-31 00:04:43.260,M,6000.0000,744,8553
456,2017-10-01 04:05:28.310,2018-03-27 03:58:19.730,M,6000.0000,536,21477
456,2018-07-14 04:03:45.420,2018-12-20 21:54:40.790,M,6000.0000,23,64478
456,2018-07-19 12:51:39.410,2018-12-02 00:45:16.000,M,6000.0000,121,105317
456,2018-08-05 10:40:41.370,2018-10-12 22:54:01.180,M,6000.0000,224,792
456,2019-04-24 19:44:11.880,2019-09-19 21:27:36.020,M,6000.0000,431,84447
456,2019-06-03 17:59:40.520,2019-09-19 07:58:04.900,M,6000.0000,326,76739
456,2019-08-20 19:54:03.740,2019-10-28 10:56:36.690,M,8000.0000,640,7074
457,2017-08-11 13:40:21.880,2017-12-12 12:40:02.050,M,6000.0000,640,10728
457,2017-11-26 11:40:36.300,2018-04-30 15:17:29.410,M,6000.0000,326,84084
457,2018-06-09 14:28:57.310,2018-09-20 22:05:00.680,M,6000.0000,23,76473
457,2018-07-08 23:48:52.300,2018-12-09 06:44:00.720,M,6000.0000,536,27915
457,2018-10-08 07:04:41.480,2019-02-09 23:50:10.050,M,6000.0000,121,126317
457,2019-06-11 03:54:03.160,2019-10-31 02:33:30.840,M,6000.0000,224,3620
457,2019-07-31 04:31:29.430,2019-09-02 19:00:21.590,M,6000.0000,431,103516
458,2017-07-14 12:53:53.430,2018-01-12 08:30:13.410,M,6000.0000,121,127317
458,2017-09-12 02:37:10.830,2017-12-20 19:39:42.970,M,6000.0000,326,102436
458,2017-10-14 18:59:15.870,2018-01-11 16:51:10.270,M,6000.0000,536,35873
458,2018-03-24 05:14:33.620,2018-06-20 01:22:42.480,M,6000.0000,640,15830
458,2018-04-29 17:13:43.620,2018-07-22 01:57:27.200,M,6000.0000,431,105447
458,2019-07-02 11:56:38.130,2019-09-12 06:05:40.730,M,6000.0000,23,85478
458,2019-07-12 23:04:29.900,2019-09-13 12:04:33.970,M,6000.0000,224,6806
459,2017-02-13 15:55:16.560,2017-03-19 11:42:06.740,M,6000.0000,121,128317
459,2017-04-21 14:02:10.220,2017-09-21 14:52:08.600,M,8000.0000,326,105084
459,2017-08-09 18:35:26.950,2018-01-24 08:10:22.620,M,6000.0000,536,42477
459,2017-12-23 12:07:06.600,2018-04-20 16:39:24.590,M,6000.0000,431,126447
459,2018-01-24 16:09:38.780,2018-06-26 01:30:58.650,M,6000.0000,224,10434
459,2018-11-05 07:14:40.520,2019-03-08 22:52:49.860,M,6000.0000,23,103279
459,2019-05-16 10:35:54.270,2019-09-23 23:47:47.070,M,6000.0000,640,17897
460,2017-10-30 08:42:19.850,2017-12-29 00:10:08.940,M,6000.0000,23,106478
460,2018-02-04 02:09:46.590,2018-05-10 23:47:24.950,M,6000.0000,744,22157
460,2018-02-04 03:17:24.350,2018-05-07 14:30:36.950,M,6000.0000,536,55364
460,2018-02-14 03:18:10.370,2018-06-21 14:08:44.220,M,6000.0000,326,126084
460,2018-05-01 12:31:04.850,2018-09-11 16:22:11.780,M,6000.0000,122,213
460,2018-09-10 09:32:51.810,2019-01-14 11:05:27.700,M,6000.0000,224,14778
460,2018-09-14 06:33:16.820,2018-11-27 09:31:30.460,M,6000.0000,640,23203
460,2019-05-19 03:56:31.150,2019-09-13 10:24:38.030,M,6000.0000,431,127447
461,2017-05-28 09:46:14.960,2017-07-15 23:15:13.520,M,6000.0000,640,28074
461,2017-10-25 20:27:03.760,2017-12-04 22:29:37.830,M,6000.0000,224,19531
461,2018-02-12 18:30:42.370,2018-06-27 01:55:24.020,M,6000.0000,23,129478
461,2018-09-02 00:38:38.780,2019-02-07 16:05:36.190,M,8000.0000,536,63477
461,2018-09-13 17:04:03.150,2018-12-29 03:57:32.110,M,6000.0000,326,127084
461,2019-05-24 22:55:52.780,2019-10-17 14:53:47.360,M,6000.0000,122,3214
461,2019-08-15 04:52:54.700,2020-01-03 14:42:51.230,M,6000.0000,431,128447
462,2017-03-02 02:35:47.390,2017-06-16 19:56:44.000,M,8000.0000,432,847
462,2018-01-16 21:40:39.630,2018-04-24 06:10:45.840,M,6000.0000,536,77873
462,2018-01-31 22:59:27.170,2018-06-12 01:11:23.640,M,6000.0000,326,128084
462,2018-02-19 22:55:49.440,2018-03-29 17:00:50.160,M,8000.0000,224,20833
462,2018-03-06 09:06:52.510,2018-06-02 09:44:23.340,M,6000.0000,122,7339
462,2019-02-22 07:51:35.690,2019-04-17 23:41:12.850,M,8000.0000,744,35211
462,2019-03-24 19:42:13.730,2019-08-11 12:09:21.710,M,6000.0000,24,226
463,2017-08-26 22:24:42.980,2017-11-15 02:43:28.620,M,6000.0000,640,44203
463,2017-12-26 19:18:34.500,2018-03-06 00:17:25.240,M,6000.0000,536,84477
463,2018-07-20 14:02:56.690,2018-12-06 00:39:06.100,M,6000.0000,432,5438
463,2019-01-19 19:26:13.690,2019-03-18 11:04:27.480,M,6000.0000,24,2631
463,2019-02-03 12:41:47.460,2019-04-30 19:19:59.360,M,6000.0000,327,1591
463,2019-03-31 00:39:31.130,2019-06-03 10:15:43.560,M,6000.0000,122,11056
463,2019-06-11 15:23:55.570,2019-11-23 01:15:36.710,M,6000.0000,224,21792
464,2018-01-12 01:48:08.630,2018-07-09 02:14:49.510,M,6000.0000,24,6443
464,2018-03-08 07:30:21.760,2018-04-20 21:39:18.180,M,6000.0000,432,8052
464,2018-06-21 06:45:59.710,2018-09-25 04:53:20.730,M,6000.0000,122,16282
464,2018-08-02 15:25:00.120,2018-11-24 20:48:44.380,M,6000.0000,224,27806
464,2018-11-04 06:03:26.730,2018-12-25 06:00:23.440,M,6000.0000,640,52728
464,2018-11-15 07:38:03.470,2019-02-27 12:14:45.360,M,8000.0000,536,102152
464,2019-04-14 05:17:11.340,2019-05-25 02:33:55.150,M,6000.0000,327,5054
465,2017-05-24 05:22:29.410,2017-10-02 02:29:41.520,M,6000.0000,640,65203
465,2018-01-16 13:18:59.860,2018-04-04 19:46:23.470,M,6000.0000,224,35778
465,2018-01-22 08:26:07.180,2018-06-30 18:13:53.610,M,8000.0000,122,18539
465,2018-10-16 00:42:21.420,2019-03-27 08:02:06.110,M,6000.0000,327,7648
465,2019-01-19 17:17:04.320,2019-03-10 14:58:03.770,M,6000.0000,24,11138
465,2019-04-03 01:21:01.620,2019-06-16 12:39:05.740,M,6000.0000,536,105477
465,2019-06-18 14:34:10.550,2019-11-11 15:20:11.870,M,8000.0000,432,11633
466,2017-07-06 14:02:53.360,2017-08-15 08:48:40.570,M,6000.0000,122,21213
466,2018-02-15 10:42:38.360,2018-06-17 12:06:52.640,M,6000.0000,536,126477
466,2018-03-23 21:16:58.570,2018-05-29 07:20:52.010,M,8000.0000,224,41833
466,2018-08-01 17:58:44.940,2018-12-26 06:14:02.510,M,8000.0000,432,14268
466,2019-06-02 18:58:08.370,2019-11-29 20:13:54.580,M,8000.0000,640,78830
466,2019-07-15 15:27:09.290,2019-11-18 02:50:18.600,M,6000.0000,327,10312
466,2019-07-25 19:50:33.750,2019-12-21 08:44:59.870,M,6000.0000,24,13459
467,2017-06-08 04:01:10.270,2017-09-14 22:20:23.350,M,6000.0000,536,127477
467,2018-01-31 08:10:52.890,2018-03-27 21:12:01.280,M,6000.0000,640,86203
467,2018-07-04 08:24:11.030,2018-12-23 18:02:29.150,M,8000.0000,327,14175
467,2018-08-22 12:08:08.230,2019-02-09 06:14:03.990,M,6000.0000,224,42792
467,2019-02-26 21:57:14.860,2019-08-06 17:16:02.710,M,8000.0000,24,17307
467,2019-05-02 21:49:58.210,2019-07-11 20:29:40.980,M,6000.0000,432,17441
467,2019-05-05 05:03:17.550,2019-09-29 10:42:51.550,M,6000.0000,122,28339
468,2017-02-27 14:06:16.650,2017-04-27 09:43:36.060,M,6000.0000,640,101897
468,2017-05-22 22:05:31.750,2017-11-15 18:29:56.950,M,6000.0000,224,52434
468,2017-11-30 20:03:09.120,2018-01-13 17:57:03.930,M,6000.0000,432,21847
468,2018-01-22 15:48:02.620,2018-07-05 07:36:09.690,M,8000.0000,122,37282
468,2018-04-30 14:24:32.800,2018-06-03 19:31:19.200,M,6000.0000,536,128477
468,2018-05-02 05:05:22.690,2018-09-10 16:57:00.140,M,6000.0000,327,19525
468,2018-06-10 09:36:17.330,2018-10-20 18:20:18.700,M,8000.0000,24,21226
469,2017-03-09 15:44:49.980,2017-08-02 21:55:29.390,M,6000.0000,640,107203
469,2017-09-29 04:54:01.800,2018-01-16 14:43:59.020,M,6000.0000,537,1233
469,2018-01-04 12:55:22.100,2018-03-26 15:39:52.390,M,6000.0000,24,27443
469,2018-01-16 17:43:01.520,2018-02-23 04:44:36.470,M,8000.0000,327,22591
469,2018-11-25 12:43:19.180,2019-05-08 07:37:01.980,M,8000.0000,224,62833
469,2019-01-31 15:32:39.280,2019-03-12 17:53:37.440,M,6000.0000,432,29052
469,2019-07-28 05:25:05.330,2019-10-15 03:06:30.400,M,6000.0000,122,42213
470,2017-02-04 08:01:01.990,2017-08-04 13:13:09.010,M,6000.0000,24,34459
470,2017-02-10 04:04:37.600,2017-03-24 22:04:43.590,M,6000.0000,537,5686
470,2018-01-02 12:29:34.480,2018-02-12 01:42:42.920,M,8000.0000,224,63792
470,2018-04-07 02:05:48.060,2018-09-17 04:52:35.230,M,6000.0000,122,53056
470,2018-04-25 07:33:56.680,2018-08-24 12:58:15.070,M,6000.0000,327,28648
470,2018-12-21 23:41:51.800,2019-04-25 09:12:33.330,M,6000.0000,640,130203
470,2019-04-03 14:08:17.040,2019-05-11 08:49:48.920,M,6000.0000,432,35268
471,2017-03-25 21:16:07.140,2017-06-05 11:46:42.940,M,6000.0000,122,63213
471,2017-05-16 19:23:54.210,2017-09-30 22:07:21.430,M,6000.0000,224,77778
471,2018-01-23 21:25:10.800,2018-02-24 01:31:44.950,M,6000.0000,24,42226
471,2018-12-14 08:26:34.500,2019-03-02 05:18:52.330,M,6000.0000,432,42847
471,2019-04-23 14:49:46.980,2019-07-11 16:04:54.770,M,8000.0000,641,311
471,2019-07-29 07:55:15.260,2019-10-27 08:08:00.350,M,6000.0000,537,7530
471,2019-08-22 01:54:35.520,2019-11-22 05:36:24.380,M,6000.0000,327,35175
472,2017-04-24 23:59:36.480,2017-06-09 06:30:39.090,M,8000.0000,122,79282
472,2017-11-27 10:22:54.880,2018-01-08 01:20:35.010,M,6000.0000,224,84792
472,2018-06-08 02:09:38.790,2018-11-29 02:28:49.410,M,6000.0000,537,11712
472,2018-08-22 11:18:14.370,2019-01-06 03:34:03.220,M,6000.0000,432,53633
472,2018-10-04 10:43:41.440,2018-11-14 23:57:10.260,M,8000.0000,745,3446
472,2018-10-24 19:55:21.740,2019-04-03 06:43:17.250,M,8000.0000,327,43591
472,2019-05-11 19:24:56.500,2019-08-29 06:14:47.530,M,6000.0000,24,53138
472,2019-05-13 22:31:54.300,2019-07-16 22:14:02.090,M,6000.0000,641,3839
473,2017-04-17 06:26:44.590,2017-07-23 02:01:51.850,M,6000.0000,537,14522
473,2017-12-05 23:14:04.150,2018-05-31 09:07:11.700,M,6000.0000,327,52312
473,2018-08-20 20:14:49.150,2018-11-21 05:10:23.110,M,6000.0000,24,63226
473,2019-02-06 20:58:43.800,2019-05-28 14:54:53.660,M,6000.0000,432,63847
473,2019-03-03 20:51:38.940,2019-08-08 00:02:06.570,M,6000.0000,122,84213
473,2019-04-22 23:45:27.910,2019-09-15 21:56:08.360,M,8000.0000,745,9196
473,2019-07-05 18:06:55.570,2019-10-04 11:47:50.050,M,6000.0000,224,103531
474,2017-01-23 15:30:48.840,2017-05-14 18:50:50.890,M,6000.0000,122,102539
474,2017-04-10 21:24:08.740,2017-07-01 03:00:29.970,M,6000.0000,224,105792
474,2017-11-03 02:42:15.550,2018-02-05 17:11:50.390,M,6000.0000,327,64591
474,2018-03-23 16:00:03.420,2018-08-21 01:50:24.010,M,6000.0000,641,11184
474,2018-04-12 02:19:55.480,2018-08-06 17:24:37.070,M,6000.0000,24,76459
474,2018-08-23 20:20:20.760,2018-12-25 22:00:18.100,M,8000.0000,432,77268
474,2019-01-30 03:00:53.770,2019-04-05 14:44:30.940,M,6000.0000,537,17561
475,2017-01-10 10:58:14.120,2017-05-01 14:51:05.810,M,6000.0000,641,14081
475,2017-01-27 03:58:08.940,2017-06-29 16:39:03.710,M,8000.0000,537,22233
475,2017-08-06 15:31:07.260,2018-01-13 18:24:55.030,M,6000.0000,745,18792
475,2017-11-13 03:15:02.330,2018-01-17 12:16:12.630,M,6000.0000,432,84847
475,2017-11-17 04:10:08.600,2018-03-04 10:03:53.190,M,6000.0000,122,105213
475,2017-12-17 06:40:58.370,2018-04-26 03:52:47.630,M,6000.0000,327,77175
475,2017-12-30 03:05:17.780,2018-03-15 04:27:46.190,M,6000.0000,24,84226
475,2019-08-22 04:00:25.350,2019-10-06 23:50:45.060,M,6000.0000,224,125833
476,2018-01-10 14:42:47.980,2018-06-15 22:42:28.130,M,6000.0000,537,28530
476,2018-03-16 14:07:33.480,2018-07-16 01:20:37.920,M,6000.0000,224,126792
476,2018-04-13 03:01:40.940,2018-09-11 04:58:30.720,M,6000.0000,327,85591
476,2018-09-17 01:08:52.880,2018-10-22 09:34:14.780,M,6000.0000,24,101307
476,2018-12-14 05:24:25.660,2019-05-26 03:21:39.820,M,6000.0000,122,126213
476,2018-12-27 05:43:37.150,2019-03-28 11:56:46.590,M,6000.0000,432,101441
476,2019-08-08 23:32:09.170,2019-11-09 14:38:20.070,M,6000.0000,641,20343
477,2017-01-29 01:13:54.790,2017-07-19 07:30:43.320,M,6000.0000,224,127792
477,2017-03-21 07:34:28.260,2017-06-13 03:28:49.660,M,6000.0000,537,35522
477,2017-05-03 00:14:54.930,2017-09-13 20:38:15.260,M,6000.0000,745,22247
477,2017-09-11 05:46:06.810,2017-11-11 03:23:02.000,M,6000.0000,24,105226
477,2018-01-15 22:59:18.590,2018-04-18 18:36:16.410,M,8000.0000,432,105847
477,2018-04-23 13:50:35.630,2018-07-23 21:00:16.340,M,8000.0000,327,103525
477,2019-07-14 21:41:44.290,2019-10-17 17:12:46.590,M,6000.0000,122,127213
478,2017-03-06 23:05:19.410,2017-07-20 19:28:04.260,M,6000.0000,224,128792
478,2017-03-19 07:33:03.350,2017-09-09 16:12:59.390,M,6000.0000,327,106591
478,2017-09-28 01:14:35.190,2018-03-23 22:54:26.260,M,6000.0000,745,30196
478,2017-11-13 10:38:17.490,2018-03-22 05:27:51.550,M,6000.0000,122,128213
478,2018-01-10 01:41:50.920,2018-05-01 23:40:39.060,M,6000.0000,432,126847
478,2018-11-12 22:46:40.390,2019-05-02 04:24:49.100,M,6000.0000,24,126226
478,2019-01-02 23:25:29.260,2019-06-12 20:47:43.680,M,6000.0000,537,43233
478,2019-05-24 09:50:40.980,2019-07-10 15:07:57.890,M,6000.0000,641,27946
479,2017-02-22 23:59:08.380,2017-07-24 17:34:12.580,M,6000.0000,327,129591
479,2017-02-26 23:55:53.950,2017-06-03 02:23:21.460,M,6000.0000,641,35081
479,2018-04-11 21:27:21.310,2018-07-11 09:24:50.240,M,6000.0000,537,53712
479,2018-10-12 01:49:55.090,2019-03-05 08:48:12.840,M,8000.0000,432,127847
479,2019-05-05 14:07:58.280,2019-07-21 21:57:02.690,M,8000.0000,225,392
479,2019-06-11 09:10:05.910,2019-08-09 17:37:13.010,M,6000.0000,123,316
479,2019-07-18 20:05:04.810,2019-10-25 10:48:32.480,M,6000.0000,24,127226
480,2017-02-22 05:04:14.720,2017-03-28 18:17:41.640,M,6000.0000,641,42311
480,2017-06-01 02:43:16.040,2017-10-04 07:18:40.220,M,8000.0000,24,128226
480,2017-07-10 16:22:19.640,2017-10-26 18:39:57.290,M,6000.0000,537,64233
480,2017-12-11 10:11:57.480,2018-04-06 15:28:31.160,M,6000.0000,432,128847
480,2017-12-31 09:10:19.490,2018-05-06 20:28:27.320,M,6000.0000,225,3064
480,2019-03-09 05:23:30.040,2019-07-01 18:38:22.560,M,6000.0000,123,3583
480,2019-06-20 03:08:18.550,2019-10-09 10:12:21.920,M,6000.0000,328,358
481,2017-08-21 18:45:35.030,2018-02-15 02:11:44.050,M,8000.0000,328,3114
481,2017-09-26 19:29:15.910,2018-03-20 07:52:06.150,M,6000.0000,123,7982
481,2017-11-19 22:02:04.960,2017-12-30 07:51:24.590,M,6000.0000,537,77522
