utilityCostNumber,electricityUnitRate,waterUnitRate,utilityTimeCreated,utilityRentalNumber,utilityStartingTime,utilityBillingNumber,utilityLineNumber
3666,7.0000,1.0000,2019-10-22 06:03:32.490,580,2019-05-18 03:17:33.220,223,128098
3667,7.0000,1.0000,2018-10-14 22:12:46.300,559,2018-04-22 05:14:22.640,215,53315
3668,7.0000,1.0000,2019-01-27 21:28:11.560,518,2018-05-21 09:10:58.360,199,15251
3669,7.0000,1.0000,2017-08-02 10:56:52.320,397,2019-07-13 05:29:37.430,152,42603
3670,7.0000,1.0000,2019-08-01 17:20:25.140,422,2018-06-07 16:19:06.710,162,35502
3671,7.0000,1.0000,2017-05-22 07:40:55.870,539,2017-01-30 03:41:22.690,207,42005
3672,7.0000,1.0000,2018-04-05 23:41:25.160,580,2018-02-14 03:47:20.020,223,84098
3673,7.0000,1.0000,2017-03-18 11:57:28.230,337,2019-02-15 05:08:20.900,128,101163
3674,7.0000,1.0000,2019-08-04 02:36:33.580,602,2017-01-23 14:25:03.400,231,128177
3675,7.0000,1.0000,2017-09-12 08:53:53.340,453,2019-06-19 19:27:20.320,174,79388
3676,7.0000,1.0000,2017-07-03 14:06:13.340,108,2018-01-11 12:56:15.720,42,15066
3677,7.0000,1.0000,2019-12-07 04:52:48.830,457,2019-06-11 03:54:03.160,176,13880
3678,7.0000,1.0000,2018-08-29 02:22:38.690,230,2017-09-16 14:45:11.550,88,34569
3679,7.0000,1.0000,2018-11-11 16:54:18.680,558,2018-05-29 07:54:23.020,215,11315
3680,7.0000,1.0000,2019-02-07 15:28:27.400,484,2017-05-12 20:43:47.610,186,17656
3681,7.0000,1.0000,2019-09-16 07:47:24.410,498,2019-08-08 19:46:01.180,192,1954
3682,7.0000,1.0000,2017-08-03 20:51:02.510,553,2019-03-08 01:57:23.930,213,44717
3683,7.0000,1.0000,2017-04-15 21:17:06.710,348,2019-01-17 02:14:52.790,133,10154
3684,7.0000,1.0000,2018-03-08 00:12:20.360,352,2017-08-31 22:03:27.050,134,14072
3685,7.0000,1.0000,2017-07-05 17:24:05.790,267,2018-03-01 21:38:10.870,102,128254
3686,7.0000,1.0000,2019-02-04 12:18:08.170,492,2017-11-21 14:07:48.880,189,78370
3687,7.0000,1.0000,2017-08-07 01:51:50.930,616,2018-03-27 20:48:22.070,237,126485
3688,7.0000,1.0000,2017-10-07 02:44:32.820,471,2018-12-14 08:26:34.500,181,22064
3689,7.0000,1.0000,2017-04-12 10:35:06.180,562,2018-05-18 09:31:36.070,216,126962
3690,7.0000,1.0000,2017-11-02 18:43:28.840,623,2017-07-16 11:16:08.780,240,21374
3691,7.0000,1.0000,2017-10-31 02:42:09.920,601,2017-08-04 03:25:22.290,231,63177
3692,7.0000,1.0000,2017-08-19 22:25:43.850,532,2017-11-27 23:19:08.540,205,1573
3693,7.0000,1.0000,2017-07-16 09:50:54.290,623,2017-04-02 02:25:28.480,240,18233
3694,7.0000,1.0000,2018-04-12 11:36:27.300,510,2019-03-01 08:19:27.970,196,10757
3695,7.0000,1.0000,2019-12-14 11:50:26.220,523,2017-03-08 02:38:32.700,201,11705
3696,7.0000,1.0000,2017-08-09 22:49:06.570,550,2017-06-03 15:34:04.480,212,11952
3697,7.0000,1.0000,2018-10-19 07:16:28.670,559,2018-04-23 13:13:12.480,215,63798
3698,7.0000,1.0000,2019-05-19 04:24:39.080,541,2019-08-25 02:54:56.500,208,85819
3699,7.0000,1.0000,2019-08-31 02:58:10.160,196,2018-04-01 22:36:20.330,76,4729
3700,7.0000,1.0000,2018-03-21 06:09:33.560,638,2019-05-14 12:47:44.650,245,126241
3701,7.0000,1.0000,2019-09-10 07:24:51.630,602,2017-07-31 06:54:44.790,232,2742
3702,7.0000,1.0000,2018-11-18 10:39:18.550,539,2018-02-18 19:11:08.490,207,77881
3703,7.0000,1.0000,2017-06-18 00:06:34.150,574,2019-07-06 19:56:34.900,221,53513
3704,7.0000,1.0000,2017-03-30 17:18:15.360,246,2017-05-07 06:25:41.740,94,63110
3705,7.0000,1.0000,2017-08-11 08:51:31.780,612,2018-06-25 17:20:30.620,236,3101
3706,7.0000,1.0000,2019-11-22 21:02:57.690,638,2018-01-10 17:06:01.880,245,63241
3707,7.0000,1.0000,2019-01-06 07:15:15.170,516,2019-01-11 12:47:48.210,198,39430
3708,7.0000,1.0000,2017-09-29 20:57:43.400,354,2017-07-07 01:49:20.320,135,3301
3709,7.0000,1.0000,2018-08-03 01:21:57.740,637,2017-08-02 08:30:48.560,245,17869
3710,7.0000,1.0000,2018-08-30 04:17:06.380,618,2018-03-20 06:35:30.210,238,54573
3711,7.0000,1.0000,2018-11-11 15:13:31.440,85,2017-07-14 16:04:46.700,32,101355
3712,7.0000,1.0000,2017-05-20 13:39:49.780,594,2018-02-03 18:44:21.840,229,3131
3713,7.0000,1.0000,2017-11-11 06:05:57.920,562,2018-06-16 22:42:37.040,216,127962
3714,7.0000,1.0000,2017-05-17 13:12:20.020,638,2019-03-16 05:56:49.660,245,101869
3715,7.0000,1.0000,2017-08-26 01:11:29.840,609,2018-11-11 12:40:08.850,235,6950
3716,7.0000,1.0000,2017-08-03 00:24:38.960,462,2018-03-06 09:06:52.510,178,10688
3717,7.0000,1.0000,2018-12-02 16:54:26.690,456,2019-08-20 19:54:03.740,175,106258
3718,7.0000,1.0000,2018-08-18 01:20:47.070,286,2017-01-18 17:57:30.940,109,126527
3719,7.0000,1.0000,2017-08-13 01:25:14.820,412,2019-07-05 13:42:09.990,158,63247
3720,7.0000,1.0000,2017-02-11 12:49:13.320,371,2017-01-10 04:44:58.240,141,130358
3721,7.0000,1.0000,2019-03-27 04:11:41.550,644,2019-02-15 19:00:50.840,248,6502
3722,7.0000,1.0000,2018-01-17 19:28:13.480,626,2017-07-27 07:13:17.960,241,35151
3723,7.0000,1.0000,2018-10-27 10:53:05.380,499,2017-04-05 07:55:36.970,192,2815
3724,7.0000,1.0000,2019-09-21 16:13:23.490,526,2019-05-24 17:24:13.170,202,64792
3725,7.0000,1.0000,2018-10-11 14:38:15.210,392,2017-08-22 15:45:52.110,150,7176
3726,7.0000,1.0000,2019-09-24 09:15:12.030,289,2018-03-11 01:39:56.330,111,10493
3727,7.0000,1.0000,2017-09-30 13:50:30.870,624,2018-01-16 02:16:34.880,240,105374
3728,7.0000,1.0000,2018-11-28 00:21:00.930,610,2018-09-21 02:41:55.890,235,21438
3729,7.0000,1.0000,2019-08-12 14:46:07.370,612,2018-11-17 05:10:44.260,236,6512
3730,7.0000,1.0000,2017-02-12 10:04:46.770,552,2018-07-07 05:04:49.180,212,125952
3731,7.0000,1.0000,2018-09-06 06:49:44.680,471,2019-08-22 01:54:35.520,181,43064
3732,7.0000,1.0000,2017-07-31 00:28:09.750,583,2017-10-11 23:34:04.860,224,63792
3733,7.0000,1.0000,2018-12-20 23:24:28.530,546,2019-01-01 20:38:08.790,210,102834
3734,7.0000,1.0000,2017-09-02 10:44:45.110,516,2019-04-21 18:22:58.580,198,43851
3735,7.0000,1.0000,2019-05-22 08:03:35.780,512,2019-05-08 23:33:48.530,197,6670
3736,7.0000,1.0000,2017-11-07 21:08:05.860,589,2019-01-08 17:32:50.530,227,17942
3737,7.0000,1.0000,2017-02-25 20:44:28.360,476,2019-08-08 23:32:09.170,183,52323
3738,7.0000,1.0000,2017-01-26 03:58:51.340,599,2019-02-23 13:05:17.800,231,10166
3739,7.0000,1.0000,2017-08-06 15:20:48.570,126,2018-02-21 14:41:00.340,49,41690
3740,7.0000,1.0000,2017-08-04 20:21:08.110,121,2017-01-30 07:57:52.510,47,35322
3741,7.0000,1.0000,2017-02-08 05:02:52.990,390,2018-12-07 06:12:12.230,149,53377
3742,7.0000,1.0000,2019-10-30 04:54:07.530,422,2018-04-05 05:19:08.600,162,27468
3743,7.0000,1.0000,2019-02-26 01:22:35.080,322,2018-10-21 20:24:27.310,123,3583
3744,7.0000,1.0000,2018-08-05 06:17:59.800,201,2018-10-12 11:22:42.500,77,106737
3745,7.0000,1.0000,2018-12-14 03:29:57.400,508,2017-03-09 21:20:50.390,195,42055
3746,7.0000,1.0000,2017-06-22 13:02:20.130,342,2019-01-07 19:07:46.660,131,2741
3747,7.0000,1.0000,2019-09-30 16:19:45.940,616,2019-08-15 00:47:20.070,237,128485
3748,7.0000,1.0000,2017-03-10 20:38:34.260,377,2017-02-03 01:56:50.840,144,37394
3749,7.0000,1.0000,2017-08-27 10:24:57.460,274,2017-11-27 07:40:52.850,105,79363
3750,7.0000,1.0000,2019-05-23 11:25:47.250,622,2019-02-16 12:38:23.780,240,7455
3751,7.0000,1.0000,2018-08-30 05:54:39.890,592,2019-03-31 07:01:04.690,228,36743
3752,7.0000,1.0000,2017-03-13 05:55:41.590,643,2017-11-18 03:01:07.390,247,52152
3753,7.0000,1.0000,2018-10-16 02:59:24.260,378,2018-03-14 01:57:58.260,145,2883
3754,7.0000,1.0000,2019-07-29 14:08:56.840,504,2017-07-15 12:42:39.070,193,128297
3755,7.0000,1.0000,2018-12-17 01:57:52.010,209,2018-10-17 14:52:24.360,80,87566
3756,7.0000,1.0000,2018-09-02 11:56:38.140,589,2017-02-06 08:11:09.360,227,1563
3757,7.0000,1.0000,2017-01-31 23:46:13.160,158,2019-05-26 18:14:37.520,62,13316
3758,7.0000,1.0000,2017-09-18 07:53:10.670,90,2019-06-30 16:08:56.490,34,128211
3759,7.0000,1.0000,2018-06-11 02:40:00.150,463,2019-06-11 15:23:55.570,178,77098
3760,7.0000,1.0000,2017-11-08 23:36:19.760,641,2019-03-23 07:08:52.260,247,2611
3761,7.0000,1.0000,2019-03-04 07:12:26.820,607,2019-08-05 20:28:06.240,234,23394
3762,7.0000,1.0000,2017-02-18 06:54:14.240,573,2017-07-08 00:18:36.610,220,105070
3763,7.0000,1.0000,2018-02-09 06:11:36.030,494,2018-04-26 13:51:22.630,190,21081
3764,7.0000,1.0000,2018-06-30 15:17:10.970,559,2018-05-08 16:21:11.060,215,78710
3765,7.0000,1.0000,2019-12-15 21:27:21.710,465,2019-06-18 14:34:10.550,179,42204
3766,7.0000,1.0000,2018-04-23 14:45:21.680,196,2017-04-15 09:29:25.830,75,128479
3767,7.0000,1.0000,2018-05-22 14:15:21.260,528,2018-04-20 23:20:30.180,203,21184
3768,7.0000,1.0000,2017-03-20 19:21:12.800,569,2018-08-13 12:17:51.830,219,63062
3769,7.0000,1.0000,2017-12-18 05:08:44.240,531,2018-04-20 18:37:36.500,204,43449
3770,7.0000,1.0000,2019-10-10 04:03:23.990,327,2018-04-24 09:58:05.020,125,2756
3771,7.0000,1.0000,2017-06-17 03:40:10.600,617,2019-06-12 05:35:49.230,238,22786
3772,7.0000,1.0000,2018-11-16 12:55:35.350,597,2018-12-25 12:19:09.930,230,21683
3773,7.0000,1.0000,2018-01-21 09:59:58.490,609,2017-09-03 12:41:54.290,234,130394
3774,7.0000,1.0000,2017-01-18 05:04:06.700,587,2017-12-25 20:30:15.680,226,29408
3775,7.0000,1.0000,2017-01-13 07:46:20.320,130,2018-12-05 10:28:23.480,51,3519
3776,7.0000,1.0000,2019-05-19 23:17:34.030,627,2018-10-07 12:22:11.090,242,258
3777,7.0000,1.0000,2018-11-13 18:05:38.400,537,2019-02-22 01:54:04.190,207,3668
3778,7.0000,1.0000,2017-04-03 04:35:05.580,577,2019-06-28 05:11:33.990,222,102333
3779,7.0000,1.0000,2017-10-18 12:43:26.080,462,2018-01-16 21:40:39.630,178,2094
3780,7.0000,1.0000,2018-05-01 01:35:55.070,574,2018-12-17 14:18:54.140,221,31076
3781,7.0000,1.0000,2019-12-16 16:55:26.100,343,2019-06-30 04:57:20.380,131,34608
3782,7.0000,1.0000,2017-08-01 17:11:56.600,563,2019-01-25 08:22:42.900,217,13720
3783,7.0000,1.0000,2018-04-12 13:56:03.460,545,2017-05-14 20:44:00.840,210,13881
3784,7.0000,1.0000,2017-04-01 03:20:20.120,449,2018-09-30 05:41:02.900,172,106309
3785,7.0000,1.0000,2018-06-07 04:10:06.880,341,2018-03-16 14:34:32.910,130,28371
3786,7.0000,1.0000,2018-07-06 00:54:03.080,654,2019-03-04 14:22:08.250,251,126152
3787,7.0000,1.0000,2018-10-06 21:28:45.500,524,2017-10-15 16:33:09.280,201,77150
3788,7.0000,1.0000,2019-05-16 09:15:31.700,606,2019-08-29 01:02:49.230,234,2394
3789,7.0000,1.0000,2018-09-08 08:46:53.110,575,2018-11-05 00:24:22.520,221,101949
3790,7.0000,1.0000,2017-09-28 20:06:57.630,564,2017-03-11 08:58:31.980,217,21175
3791,7.0000,1.0000,2017-10-16 21:21:52.690,603,2017-09-13 12:31:26.890,232,28151
3792,7.0000,1.0000,2019-06-01 12:51:17.700,291,2017-04-02 22:57:00.090,111,63252
3793,7.0000,1.0000,2018-08-09 01:18:51.190,542,2019-08-23 16:17:52.140,209,9450
3794,7.0000,1.0000,2019-09-19 15:44:28.820,50,2017-04-26 20:49:46.590,19,36287
3795,7.0000,1.0000,2018-05-25 13:08:41.300,632,2018-03-15 18:32:37.870,243,101779
3796,7.0000,1.0000,2019-12-12 22:08:38.760,652,2017-11-12 15:58:24.810,250,126292
3797,7.0000,1.0000,2018-09-29 22:42:31.500,627,2017-01-21 18:16:39.410,241,101367
3798,7.0000,1.0000,2017-09-07 10:05:24.100,557,2018-06-06 06:26:08.050,214,127946
3799,7.0000,1.0000,2018-08-12 08:50:38.100,576,2018-02-18 04:04:30.350,222,21050
3800,7.0000,1.0000,2017-09-01 12:44:35.710,452,2017-07-18 15:09:47.350,173,127149
3801,7.0000,1.0000,2019-01-22 22:46:58.880,584,2018-05-30 16:41:54.090,225,7044
3802,7.0000,1.0000,2019-07-22 20:58:33.130,463,2018-07-20 14:02:56.690,178,35098
3803,7.0000,1.0000,2019-03-15 15:29:50.030,649,2017-08-30 18:28:51.400,249,105912
3804,7.0000,1.0000,2017-11-09 06:21:33.480,542,2018-06-10 06:55:53.300,208,101924
3805,7.0000,1.0000,2018-12-16 07:45:36.650,570,2017-10-17 11:28:52.040,219,102186
3806,7.0000,1.0000,2019-10-05 16:59:04.550,420,2018-09-30 10:23:21.460,161,63444
3807,7.0000,1.0000,2019-02-11 19:55:43.100,629,2018-10-04 16:23:09.640,242,126258
3808,7.0000,1.0000,2018-10-07 21:55:17.550,407,2019-08-15 16:02:42.240,156,78663
3809,7.0000,1.0000,2019-07-26 06:22:36.510,94,2017-01-26 04:46:42.600,36,13829
3810,7.0000,1.0000,2019-07-22 02:40:17.990,600,2019-05-30 01:31:37.840,231,52166
3811,7.0000,1.0000,2019-10-11 17:50:59.740,647,2018-08-29 03:56:58.070,249,21912
3812,7.0000,1.0000,2019-10-22 19:11:07.590,592,2018-11-12 03:50:36.780,228,22794
3813,7.0000,1.0000,2019-11-22 19:09:44.590,197,2017-04-30 17:06:29.260,76,20897
3814,7.0000,1.0000,2017-02-20 01:04:05.070,364,2018-03-01 14:44:37.090,139,17970
3815,7.0000,1.0000,2017-11-15 06:40:53.660,607,2017-07-24 00:01:12.970,234,3078
3816,7.0000,1.0000,2018-08-12 14:00:30.210,573,2018-04-07 01:55:32.640,221,2321
3817,7.0000,1.0000,2018-10-30 16:58:10.780,657,2018-02-07 22:38:49.840,252,107828
3818,7.0000,1.0000,2017-11-20 02:51:15.910,518,2019-02-21 11:47:10.730,199,22147
3819,7.0000,1.0000,2017-02-02 11:07:04.090,310,2017-12-22 02:38:16.500,118,52021
3820,7.0000,1.0000,2018-06-21 20:33:18.630,656,2017-08-22 03:52:13.220,252,44828
3821,7.0000,1.0000,2019-07-09 17:16:36.190,625,2018-09-29 13:09:35.930,241,8978
3822,7.0000,1.0000,2018-12-29 04:59:49.570,573,2017-10-24 05:23:59.930,220,127070
3823,7.0000,1.0000,2018-07-04 10:34:19.700,531,2018-10-30 11:45:11.580,204,52869
3824,7.0000,1.0000,2017-03-31 09:01:46.600,648,2018-12-10 17:41:15.720,249,77249
3825,7.0000,1.0000,2019-01-03 06:41:31.290,400,2019-06-02 14:26:13.170,153,84384
3826,7.0000,1.0000,2018-01-07 14:48:52.900,584,2017-06-24 17:21:36.360,224,127792
3827,7.0000,1.0000,2017-04-19 11:36:44.150,29,2019-08-05 02:06:47.640,11,127929
3828,7.0000,1.0000,2018-04-25 18:15:29.680,532,2019-07-25 18:04:44.750,205,7820
3829,7.0000,1.0000,2018-08-17 15:55:25.410,454,2017-04-19 15:24:39.840,174,84761
3830,7.0000,1.0000,2017-01-23 09:37:41.570,419,2017-09-02 13:56:11.870,161,4284
3831,7.0000,1.0000,2017-08-30 00:35:02.520,657,2019-08-18 19:33:55.230,253,11009
3832,7.0000,1.0000,2018-03-18 08:00:14.290,549,2017-06-29 08:51:34.510,211,76674
3833,7.0000,1.0000,2018-08-13 19:44:27.480,593,2018-04-21 18:30:51.110,228,78743
3834,7.0000,1.0000,2017-02-25 23:58:50.360,576,2018-02-04 23:57:56.240,222,18333
3835,7.0000,1.0000,2019-03-31 02:48:56.200,443,2019-01-25 09:40:32.330,170,43394
3836,7.0000,1.0000,2017-06-05 19:56:52.960,305,2017-06-28 03:10:51.750,116,35985
3837,7.0000,1.0000,2018-05-11 01:42:06.580,650,2017-02-20 12:59:08.610,250,6926
3838,7.0000,1.0000,2017-06-13 07:34:29.980,622,2017-07-23 07:26:04.940,239,125884
3839,7.0000,1.0000,2018-04-07 19:34:43.480,579,2017-10-20 17:28:49.560,223,13882
3840,7.0000,1.0000,2018-08-24 11:11:02.340,466,2017-07-06 14:02:53.360,179,52138
3841,7.0000,1.0000,2019-05-16 04:58:19.980,652,2019-04-27 20:41:48.690,251,3787
3842,7.0000,1.0000,2019-12-21 23:33:27.960,596,2019-04-20 23:28:47.360,230,2841
3843,7.0000,1.0000,2019-10-13 02:52:55.190,430,2018-07-21 19:11:12.900,165,20840
3844,7.0000,1.0000,2019-02-09 06:06:35.120,634,2017-07-04 06:47:33.770,244,11458
3845,7.0000,1.0000,2017-12-10 02:15:57.900,437,2017-09-07 06:24:04.270,167,128507
3846,7.0000,1.0000,2017-12-17 02:10:45.100,500,2018-02-04 11:18:03.000,192,43954
3847,7.0000,1.0000,2019-07-01 17:41:33.120,613,2017-09-28 23:10:57.090,236,45378
3848,7.0000,1.0000,2018-06-29 00:14:46.110,254,2019-03-05 03:03:03.130,98,227
3849,7.0000,1.0000,2018-11-14 09:03:35.150,527,2018-08-16 07:30:04.010,202,129792
3850,7.0000,1.0000,2019-10-04 23:08:11.090,558,2019-02-11 20:44:56.630,215,27534
3851,7.0000,1.0000,2018-02-22 05:10:27.970,655,2017-08-13 21:35:09.710,251,128152
3852,7.0000,1.0000,2017-11-19 19:51:15.590,627,2017-02-26 01:43:11.780,241,127398
3853,7.0000,1.0000,2017-08-14 22:58:20.010,605,2017-11-03 03:12:47.710,233,34678
3854,7.0000,1.0000,2017-03-02 12:17:19.470,586,2017-06-05 06:20:45.740,225,105392
3855,7.0000,1.0000,2018-02-14 19:27:59.530,636,2019-08-08 11:37:03.630,245,10270
3856,7.0000,1.0000,2017-02-03 17:47:09.310,567,2018-10-15 03:45:19.270,218,87827
3857,7.0000,1.0000,2018-01-28 10:24:13.430,222,2018-11-24 15:32:43.680,85,43608
3858,7.0000,1.0000,2018-12-25 06:28:03.420,601,2017-12-09 02:30:59.050,231,102551
3859,7.0000,1.0000,2018-10-28 23:40:02.190,353,2018-09-03 10:11:59.740,134,126221
3860,7.0000,1.0000,2017-12-18 16:56:43.740,543,2018-03-01 23:49:11.430,209,22509
3861,7.0000,1.0000,2019-06-28 05:22:20.390,578,2017-03-22 15:07:52.890,222,127050
3862,7.0000,1.0000,2017-10-29 01:40:13.420,505,2019-07-23 20:15:25.600,194,64249
3863,7.0000,1.0000,2017-03-02 05:59:52.130,507,2017-05-03 08:36:44.490,195,6605
3864,7.0000,1.0000,2019-07-12 20:44:54.930,568,2018-12-08 02:28:30.550,219,6423
3865,7.0000,1.0000,2018-12-02 02:05:15.460,415,2017-07-31 18:37:42.010,159,35909
3866,7.0000,1.0000,2018-08-05 09:50:45.440,658,2019-04-25 02:35:40.960,253,34702
3867,7.0000,1.0000,2018-03-20 23:26:40.100,616,2017-06-29 11:18:43.540,237,76828
3868,7.0000,1.0000,2019-10-06 19:10:54.230,279,2019-04-07 22:14:48.090,107,101686
3869,7.0000,1.0000,2017-11-13 22:15:08.880,405,2019-01-27 08:31:52.610,155,85650
3870,7.0000,1.0000,2017-06-21 10:44:00.690,566,2017-01-15 23:06:16.490,218,7404
3871,7.0000,1.0000,2017-04-13 12:18:23.620,653,2019-08-07 06:17:55.830,251,42152
3872,7.0000,1.0000,2018-05-29 09:23:40.800,600,2017-11-05 18:57:58.330,231,21177
3873,7.0000,1.0000,2019-08-06 07:16:32.440,575,2018-12-16 15:51:09.430,221,107321
3874,7.0000,1.0000,2018-06-02 23:56:01.750,543,2017-01-17 08:23:14.910,209,10548
3875,7.0000,1.0000,2019-01-28 15:34:58.650,605,2018-02-19 01:32:26.400,233,44640
3876,7.0000,1.0000,2019-07-10 17:43:08.240,421,2017-10-07 22:24:46.900,161,126444
3877,7.0000,1.0000,2019-03-10 02:06:54.380,527,2018-04-01 03:33:38.580,202,106792
3878,7.0000,1.0000,2019-05-17 04:27:44.580,615,2019-08-29 09:42:36.470,237,54699
3879,7.0000,1.0000,2019-04-13 06:45:48.710,609,2017-12-20 00:57:51.390,235,438
3880,7.0000,1.0000,2018-01-27 04:30:46.180,597,2017-01-01 20:03:00.580,230,10537
3881,7.0000,1.0000,2018-06-30 21:07:19.790,489,2019-08-15 12:29:16.400,188,76834
3882,7.0000,1.0000,2018-10-13 11:21:58.040,577,2017-02-25 08:15:30.520,222,42050
3883,7.0000,1.0000,2019-06-03 09:11:54.540,625,2017-12-21 23:21:15.200,241,2885
3884,7.0000,1.0000,2018-11-04 16:47:14.330,663,2018-04-22 15:31:50.840,255,27492
3885,7.0000,1.0000,2018-11-23 04:27:13.610,609,2019-04-12 06:51:32.580,235,13916
3886,7.0000,1.0000,2019-10-02 04:43:46.940,636,2017-01-28 13:28:56.380,244,126552
3887,7.0000,1.0000,2017-08-13 09:01:54.280,203,2018-02-28 03:35:48.490,78,41769
3888,7.0000,1.0000,2018-06-23 07:27:08.010,565,2017-03-26 17:28:54.280,217,84175
3889,7.0000,1.0000,2019-01-03 04:30:50.830,381,2019-05-18 10:02:25.230,146,19189
3890,7.0000,1.0000,2019-03-06 09:01:46.880,587,2017-07-10 03:52:08.990,226,18018
3891,7.0000,1.0000,2019-04-30 09:32:39.530,596,2017-12-31 06:19:29.360,229,127405
3892,7.0000,1.0000,2019-05-08 19:14:03.170,656,2017-06-06 10:20:57.990,252,28651
3893,7.0000,1.0000,2018-08-07 07:54:27.790,666,2019-02-04 12:51:15.520,256,84201
3894,7.0000,1.0000,2017-04-30 02:37:59.730,657,2018-01-29 23:46:59.280,252,86828
3895,7.0000,1.0000,2019-02-18 05:48:41.950,123,2019-03-12 01:36:52.200,48,42978
3896,7.0000,1.0000,2018-07-28 03:18:06.560,366,2017-11-17 17:20:47.670,140,3088
3897,7.0000,1.0000,2019-10-31 17:33:35.820,567,2017-06-08 01:04:35.920,218,45827
3898,7.0000,1.0000,2017-04-12 06:08:00.260,620,2017-10-07 07:45:41.740,239,22943
3899,7.0000,1.0000,2017-03-20 04:01:19.650,579,2019-02-21 22:08:06.470,223,52125
3900,7.0000,1.0000,2019-04-28 16:25:12.460,600,2018-08-21 10:00:48.590,231,38115
3901,7.0000,1.0000,2019-09-20 02:44:05.000,606,2017-03-30 17:50:39.450,233,86640
3902,7.0000,1.0000,2019-09-16 22:30:38.900,580,2018-03-10 06:44:49.210,223,101782
3903,7.0000,1.0000,2017-08-25 01:59:37.230,293,2017-09-01 21:11:51.990,112,27975
3904,7.0000,1.0000,2018-06-04 22:19:34.450,600,2019-05-23 12:10:56.720,231,42177
3905,7.0000,1.0000,2019-07-03 10:49:47.460,450,2019-05-09 12:47:19.670,173,21149
3906,7.0000,1.0000,2019-09-17 19:46:47.180,326,2017-01-08 10:07:40.210,124,52400
3907,7.0000,1.0000,2018-04-07 12:34:43.160,583,2018-09-04 10:04:34.250,224,126792
3908,7.0000,1.0000,2019-03-05 23:02:18.270,578,2017-01-02 03:32:41.160,222,126050
3909,7.0000,1.0000,2018-01-24 20:42:20.820,482,2018-09-10 08:54:26.510,185,101240
3910,7.0000,1.0000,2018-07-30 01:44:51.300,505,2018-11-06 23:24:37.170,194,36138
3911,7.0000,1.0000,2017-11-18 15:40:14.940,659,2018-03-14 06:52:37.480,253,85281
3912,7.0000,1.0000,2018-09-05 05:56:28.860,343,2018-07-19 05:05:06.000,131,13608
3913,7.0000,1.0000,2019-09-04 23:42:14.710,623,2019-07-02 10:30:17.540,240,76840
3914,7.0000,1.0000,2017-10-11 19:09:16.000,434,2018-10-03 12:36:23.690,166,126719
3915,7.0000,1.0000,2019-06-11 19:49:23.960,474,2017-11-03 02:42:15.550,182,52612
3916,7.0000,1.0000,2017-09-24 18:00:22.350,604,2019-07-26 15:38:43.280,233,10133
3917,7.0000,1.0000,2018-05-19 16:28:18.880,637,2019-06-17 17:32:55.420,245,42241
3918,7.0000,1.0000,2018-04-19 13:12:37.800,632,2018-09-09 10:34:56.760,243,105219
3919,7.0000,1.0000,2017-08-29 16:17:41.310,579,2018-08-10 01:16:10.110,223,42098
3920,7.0000,1.0000,2019-02-21 21:21:28.530,534,2018-02-24 18:19:05.950,205,77298
3921,7.0000,1.0000,2018-01-02 00:48:51.160,579,2018-02-27 12:17:22.440,223,21098
3922,7.0000,1.0000,2019-09-19 15:59:32.100,309,2017-04-29 23:07:42.540,117,128393
3923,7.0000,1.0000,2017-10-13 14:40:03.390,633,2018-05-19 05:49:04.590,243,128219
3924,7.0000,1.0000,2018-09-01 13:13:22.010,560,2017-08-28 06:57:57.490,215,128798
3925,7.0000,1.0000,2018-02-13 01:11:21.170,560,2018-09-27 02:07:18.830,216,8806
3926,7.0000,1.0000,2017-11-27 17:04:20.460,563,2017-11-05 02:52:41.750,217,6793
3927,7.0000,1.0000,2019-10-14 01:29:13.010,497,2017-12-22 10:46:54.760,191,35195
3928,7.0000,1.0000,2019-04-18 04:38:32.700,554,2018-09-28 07:50:18.450,213,102099
3929,7.0000,1.0000,2019-04-06 18:07:19.810,628,2019-02-19 15:31:38.490,242,27513
3930,7.0000,1.0000,2017-07-13 12:16:52.090,640,2019-06-20 02:59:06.600,246,63778
3931,7.0000,1.0000,2019-09-01 00:09:32.420,656,2017-06-29 03:12:11.310,252,34901
3932,7.0000,1.0000,2018-12-07 19:58:54.110,541,2018-03-31 08:52:28.660,208,35164
3933,7.0000,1.0000,2019-03-09 00:26:24.920,603,2019-05-30 03:17:29.650,232,65742
3934,7.0000,1.0000,2019-12-07 14:20:36.250,485,2017-06-13 22:59:09.690,186,64645
3935,7.0000,1.0000,2018-05-01 01:46:41.180,605,2018-04-01 10:44:47.280,233,52133
3936,7.0000,1.0000,2018-10-05 22:36:40.900,407,2019-02-14 10:21:34.250,156,63164
3937,7.0000,1.0000,2018-02-28 09:22:20.800,644,2019-07-08 04:31:31.440,248,14370
3938,7.0000,1.0000,2018-01-08 10:52:20.080,613,2017-06-04 06:49:42.720,236,27512
3939,7.0000,1.0000,2019-04-26 05:57:26.870,652,2018-02-01 13:32:42.440,250,127292
3940,7.0000,1.0000,2019-02-27 08:40:26.440,56,2018-02-10 04:05:29.110,21,101766
3941,7.0000,1.0000,2018-07-06 16:09:03.780,617,2019-07-05 18:08:14.500,238,27510
3942,7.0000,1.0000,2018-06-01 09:59:36.020,631,2018-05-20 13:22:51.320,243,42219
3943,7.0000,1.0000,2017-06-08 10:44:47.190,646,2018-12-11 22:43:49.060,248,129201
